Method 1: time: 1.167568693, rttSecondDerivative: 4368.1, cwndSecondDerivative: 0
Method 1: time: 1.00272292, rttSecondDerivative: 2.7911460014544547e+08, cwndSecondDerivative: 1.1911591143075447e+08
Method 1: time: 1.003094594, rttSecondDerivative: 2.8689469916102904e+08, cwndSecondDerivative: 1.1912770185576186e+08
Method 1: time: 1.003576649, rttSecondDerivative: 3.033874325483758e+08, cwndSecondDerivative: 1.1913905779644758e+08
Method 1: time: 1.001989696, rttSecondDerivative: 3.180911516336086e+08, cwndSecondDerivative: 1.1914909895771813e+08
Method 1: time: 1.00176724, rttSecondDerivative: 3.319790919052416e+08, cwndSecondDerivative: 1.1915828565566516e+08
Method 1: time: 1.003884069, rttSecondDerivative: 3.4796696871524e+08, cwndSecondDerivative: 1.1916697475856568e+08
Method 1: time: 1.004058988, rttSecondDerivative: 3.674219225137582e+08, cwndSecondDerivative: 1.1917529973953596e+08
Method 1: time: 1.001322707, rttSecondDerivative: 3.783491645298387e+08, cwndSecondDerivative: 1.1918323148994537e+08
Method 1: time: 1.003043907, rttSecondDerivative: 3.8641962602491987e+08, cwndSecondDerivative: 1.1919037224230127e+08
Method 1: time: 1.002388705, rttSecondDerivative: 4.021361144363092e+08, cwndSecondDerivative: 1.1919709690531363e+08
Method 1: time: 1.003196143, rttSecondDerivative: 4.1755589175001806e+08, cwndSecondDerivative: 1.1920340322379887e+08
Method 1: time: 1.00287944, rttSecondDerivative: 4.4353356223464614e+08, cwndSecondDerivative: 1.1920943542585182e+08
Method 1: time: 1.002698113, rttSecondDerivative: 4.546510951937333e+08, cwndSecondDerivative: 1.1921504145118485e+08
Method 1: time: 1.003438291, rttSecondDerivative: 4.6704068481265455e+08, cwndSecondDerivative: 1.1922042222119354e+08
Method 1: time: 1.003134866, rttSecondDerivative: 4.9325492485728127e+08, cwndSecondDerivative: 1.1922555958062652e+08
Method 1: time: 1.002914799, rttSecondDerivative: 5.174581757532711e+08, cwndSecondDerivative: 1.192304694163933e+08
Method 1: time: 1.002544659, rttSecondDerivative: 5.402208295683353e+08, cwndSecondDerivative: 1.1923513882946822e+08
Method 1: time: 1.003989896, rttSecondDerivative: 5.558573390867172e+08, cwndSecondDerivative: 1.192395589091423e+08
Method 1: time: 1.002209055, rttSecondDerivative: 5.794485774566497e+08, cwndSecondDerivative: 1.1924374888173312e+08
Method 1: time: 1.005788091, rttSecondDerivative: 6.039648751488776e+08, cwndSecondDerivative: 1.192479404543653e+08
Method 1: time: 1.002992619, rttSecondDerivative: 6.155643157838372e+08, cwndSecondDerivative: 1.1925177945309043e+08
Method 1: time: 1.002757513, rttSecondDerivative: 6.370323678360661e+08, cwndSecondDerivative: 1.1925549553868523e+08
Method 1: time: 1.00239305, rttSecondDerivative: 6.645581185096694e+08, cwndSecondDerivative: 1.192589895476223e+08
Method 1: time: 1.003947628, rttSecondDerivative: 6.833255172754799e+08, cwndSecondDerivative: 1.1926241921007402e+08
Method 1: time: 1.003057912, rttSecondDerivative: 7.02878468680477e+08, cwndSecondDerivative: 1.1926570683302781e+08
Method 1: time: 1.00269616, rttSecondDerivative: 7.299700904663124e+08, cwndSecondDerivative: 1.1926884266478048e+08
Method 1: time: 1.003294347, rttSecondDerivative: 7.55778255543322e+08, cwndSecondDerivative: 1.192719428433166e+08
Method 1: time: 1.001489868, rttSecondDerivative: 7.782539134867331e+08, cwndSecondDerivative: 1.1927478355252135e+08
Method 1: time: 1.003959135, rttSecondDerivative: 8.038940484283677e+08, cwndSecondDerivative: 1.1927748540629673e+08
Method 1: time: 1.005389211, rttSecondDerivative: 8.328420118861903e+08, cwndSecondDerivative: 1.1928007355630964e+08
Method 1: time: 1.00037062, rttSecondDerivative: 8.45036406518551e+08, cwndSecondDerivative: 1.1928261580754986e+08
Method 1: time: 1.0006892, rttSecondDerivative: 8.720311839415762e+08, cwndSecondDerivative: 1.19285068077291e+08
Method 1: time: 1.005579693, rttSecondDerivative: 8.946639457387934e+08, cwndSecondDerivative: 1.1928753425894135e+08
Method 1: time: 1.00220293, rttSecondDerivative: 9.165440279071214e+08, cwndSecondDerivative: 1.1928981696640265e+08
Method 1: time: 1.00311768, rttSecondDerivative: 9.35593685970408e+08, cwndSecondDerivative: 1.1929203623137766e+08
Method 1: time: 1.003136543, rttSecondDerivative: 9.540394569849347e+08, cwndSecondDerivative: 1.1929429673952204e+08
Method 1: time: 1.002827955, rttSecondDerivative: 9.719731322809882e+08, cwndSecondDerivative: 1.1929639311601311e+08
Method 1: time: 1.003480886, rttSecondDerivative: 9.974900915552456e+08, cwndSecondDerivative: 1.1929846911951421e+08
Method 1: time: 1.003223992, rttSecondDerivative: 1.0132985161083208e+09, cwndSecondDerivative: 1.1930040783612019e+08
Method 1: time: 1.002889879, rttSecondDerivative: 1.0406309652374262e+09, cwndSecondDerivative: 1.1930226382885846e+08
Method 1: time: 1.003149232, rttSecondDerivative: 1.0659708336149453e+09, cwndSecondDerivative: 1.1930407451566418e+08
Method 1: time: 1.005908091, rttSecondDerivative: 1.0934376418485985e+09, cwndSecondDerivative: 1.1930584143814112e+08
Method 1: time: 1.021044763, rttSecondDerivative: 1.1205687409831426e+09, cwndSecondDerivative: 1.1930754559848043e+08
Method 1: time: 1.003112591, rttSecondDerivative: 1.1491405063871543e+09, cwndSecondDerivative: 1.1930932922874114e+08
Method 1: time: 1.002648184, rttSecondDerivative: 1.1676583810338907e+09, cwndSecondDerivative: 1.1931098076253887e+08
Method 1: time: 1.00435484, rttSecondDerivative: 1.1895779404885395e+09, cwndSecondDerivative: 1.1931261227892014e+08
Method 1: time: 1.00040486, rttSecondDerivative: 1.2078627963932588e+09, cwndSecondDerivative: 1.1931411445953357e+08
Method 1: time: 1.004226397, rttSecondDerivative: 1.231569608909462e+09, cwndSecondDerivative: 1.1931560215889066e+08
Method 1: time: 1.002919994, rttSecondDerivative: 1.2557651639574564e+09, cwndSecondDerivative: 1.1931706627347161e+08
Method 1: time: 1.001846617, rttSecondDerivative: 1.2813373191070113e+09, cwndSecondDerivative: 1.1931845688413215e+08
Method 1: time: 1.003606806, rttSecondDerivative: 1.3024383886229396e+09, cwndSecondDerivative: 1.193198271292855e+08
Method 1: time: 1.003442818, rttSecondDerivative: 1.3329688198485632e+09, cwndSecondDerivative: 1.1932118508961134e+08
Method 1: time: 1.003343342, rttSecondDerivative: 1.353496107751413e+09, cwndSecondDerivative: 1.1932246080558641e+08
Method 1: time: 1.001769102, rttSecondDerivative: 1.3770455137734876e+09, cwndSecondDerivative: 1.1932371191466692e+08
Method 1: time: 1.003829551, rttSecondDerivative: 1.3961937198235626e+09, cwndSecondDerivative: 1.1932492436513329e+08
Method 1: time: 1.003024058, rttSecondDerivative: 1.4138332887173867e+09, cwndSecondDerivative: 1.1932611418872575e+08
Method 1: time: 1.002621311, rttSecondDerivative: 1.4365454934685347e+09, cwndSecondDerivative: 1.1932728194869298e+08
Method 1: time: 1.002023202, rttSecondDerivative: 1.4553711838522615e+09, cwndSecondDerivative: 1.1932842819025019e+08
Method 1: time: 1.004491324, rttSecondDerivative: 1.4749095385386708e+09, cwndSecondDerivative: 1.1932953346912165e+08
Method 1: time: 1.002257392, rttSecondDerivative: 1.4949156987673056e+09, cwndSecondDerivative: 1.1933065172016613e+08
Method 1: time: 1.005776799, rttSecondDerivative: 1.5134275029619012e+09, cwndSecondDerivative: 1.1933170494364959e+08
Method 1: time: 1.012007479, rttSecondDerivative: 1.5346127194918954e+09, cwndSecondDerivative: 1.1933278353355588e+08
Method 1: time: 1.003229581, rttSecondDerivative: 1.5540702171919692e+09, cwndSecondDerivative: 1.193338001236163e+08
Method 1: time: 1.003610797, rttSecondDerivative: 1.5783974614645078e+09, cwndSecondDerivative: 1.1933482317195009e+08
Method 1: time: 1.006817967, rttSecondDerivative: 1.6059096857823248e+09, cwndSecondDerivative: 1.1933578208698906e+08
Method 1: time: 1.007776291, rttSecondDerivative: 1.6271562869728956e+09, cwndSecondDerivative: 1.1933674255833623e+08
Method 1: time: 1.002865292, rttSecondDerivative: 1.651768959169043e+09, cwndSecondDerivative: 1.1933767060908961e+08
Method 1: time: 1.001820344, rttSecondDerivative: 1.671436682645886e+09, cwndSecondDerivative: 1.1933856225006793e+08
Method 1: time: 1.003181717, rttSecondDerivative: 1.6914133647197888e+09, cwndSecondDerivative: 1.1933943505266745e+08
Method 1: time: 1.004947889, rttSecondDerivative: 1.718610942007216e+09, cwndSecondDerivative: 1.193402947954892e+08
Method 1: time: 1.002853711, rttSecondDerivative: 1.735060106585136e+09, cwndSecondDerivative: 1.193411518792832e+08
Method 1: time: 1.002770254, rttSecondDerivative: 1.7678845154211214e+09, cwndSecondDerivative: 1.1934201087325834e+08
Method 1: time: 1.002773525, rttSecondDerivative: 1.7892999569059472e+09, cwndSecondDerivative: 1.1934281755768642e+08
Method 1: time: 1.00303663, rttSecondDerivative: 1.8158431389555614e+09, cwndSecondDerivative: 1.1934365088457033e+08
Method 1: time: 1.002214141, rttSecondDerivative: 1.8287561167834096e+09, cwndSecondDerivative: 1.1934444333829458e+08
Method 1: time: 1.006701201, rttSecondDerivative: 1.8582535254591317e+09, cwndSecondDerivative: 1.1934522433147539e+08
Method 1: time: 1.00097373, rttSecondDerivative: 1.88006612832186e+09, cwndSecondDerivative: 1.1934597165391439e+08
Method 1: time: 1.001587194, rttSecondDerivative: 1.902166887325602e+09, cwndSecondDerivative: 1.1934669561821532e+08
Method 1: time: 1.0051266, rttSecondDerivative: 1.9223217405602732e+09, cwndSecondDerivative: 1.1934741440794761e+08
Method 1: time: 1.002157237, rttSecondDerivative: 1.9426442645807645e+09, cwndSecondDerivative: 1.1934813215226932e+08
Method 1: time: 1.003495213, rttSecondDerivative: 1.9683449325147066e+09, cwndSecondDerivative: 1.1934881946223938e+08
Method 1: time: 1.003081659, rttSecondDerivative: 1.9956227287072182e+09, cwndSecondDerivative: 1.1934950618112375e+08
Method 1: time: 1.002963025, rttSecondDerivative: 2.0135659154359868e+09, cwndSecondDerivative: 1.1935016799630313e+08
Method 1: time: 1.002863211, rttSecondDerivative: 2.0461511623287222e+09, cwndSecondDerivative: 1.1935082555205448e+08
Method 1: time: 1.004886874, rttSecondDerivative: 2.0661167186797676e+09, cwndSecondDerivative: 1.1935147874718478e+08
Method 1: time: 1.002874546, rttSecondDerivative: 2.0918913678630588e+09, cwndSecondDerivative: 1.1935211236180843e+08
Method 1: time: 1.002366266, rttSecondDerivative: 2.1129279825930703e+09, cwndSecondDerivative: 1.1935274198941787e+08
Method 1: time: 1.003942143, rttSecondDerivative: 2.1329543705954964e+09, cwndSecondDerivative: 1.193533456512242e+08
Method 1: time: 1.001957825, rttSecondDerivative: 2.1594415772985587e+09, cwndSecondDerivative: 1.1935394592671429e+08
Method 1: time: 1.002349981, rttSecondDerivative: 2.179476097879397e+09, cwndSecondDerivative: 1.1935455327502583e+08
Method 1: time: 1.003271225, rttSecondDerivative: 2.204244856816189e+09, cwndSecondDerivative: 1.1935514283473182e+08
Method 1: time: 1.002843886, rttSecondDerivative: 2.2202218410660105e+09, cwndSecondDerivative: 1.1935570846123174e+08
Method 1: time: 1.003390646, rttSecondDerivative: 2.240221020571296e+09, cwndSecondDerivative: 1.1935628118272042e+08
Method 1: time: 1.002629839, rttSecondDerivative: 2.2590543749350934e+09, cwndSecondDerivative: 1.1935684068969019e+08
Method 1: time: 1.003860362, rttSecondDerivative: 2.283647249414772e+09, cwndSecondDerivative: 1.1935737126885577e+08
Method 1: time: 1.002755828, rttSecondDerivative: 2.3042359722177167e+09, cwndSecondDerivative: 1.1935789634472474e+08
Method 1: time: 1.00533799, rttSecondDerivative: 2.322708139341663e+09, cwndSecondDerivative: 1.1935841285023333e+08
Method 1: time: 1.001007843, rttSecondDerivative: 2.3423878698032923e+09, cwndSecondDerivative: 1.1935892713915497e+08
Method 1: time: 1.003053131, rttSecondDerivative: 2.361485658833316e+09, cwndSecondDerivative: 1.1935945422334117e+08
Method 1: time: 1.003766594, rttSecondDerivative: 2.382826815247473e+09, cwndSecondDerivative: 1.1935994571212642e+08
Method 1: time: 1.003558991, rttSecondDerivative: 2.406261748638251e+09, cwndSecondDerivative: 1.1936043236232099e+08
Method 1: time: 1.001766037, rttSecondDerivative: 2.4298349844260287e+09, cwndSecondDerivative: 1.1936092861364748e+08
Method 1: time: 1.002877487, rttSecondDerivative: 2.453218732353381e+09, cwndSecondDerivative: 1.1936140266091752e+08
Method 1: time: 1.00342299, rttSecondDerivative: 2.483140852489271e+09, cwndSecondDerivative: 1.1936186930710092e+08
Method 1: time: 1.002959175, rttSecondDerivative: 2.507643354161024e+09, cwndSecondDerivative: 1.1936233147106156e+08
Method 1: time: 1.00402748, rttSecondDerivative: 2.5335384422346797e+09, cwndSecondDerivative: 1.193627918947036e+08
Method 1: time: 1.002599752, rttSecondDerivative: 2.554730052261182e+09, cwndSecondDerivative: 1.1936324517062442e+08
Method 1: time: 1.003040463, rttSecondDerivative: 2.570254765239888e+09, cwndSecondDerivative: 1.1936367835806656e+08
Method 1: time: 1.002805701, rttSecondDerivative: 2.588886920760621e+09, cwndSecondDerivative: 1.193641051159292e+08
Method 1: time: 1.003208988, rttSecondDerivative: 2.6166278423200455e+09, cwndSecondDerivative: 1.1936453830858344e+08
Method 1: time: 1.003289549, rttSecondDerivative: 2.6528905372399087e+09, cwndSecondDerivative: 1.1936495745737842e+08
Method 1: time: 1.002637329, rttSecondDerivative: 2.6812343479003325e+09, cwndSecondDerivative: 1.1936536550908682e+08
Method 1: time: 1.00433198, rttSecondDerivative: 2.7038888387648764e+09, cwndSecondDerivative: 1.1936577011548717e+08
Method 1: time: 1.004362262, rttSecondDerivative: 2.7167407825480256e+09, cwndSecondDerivative: 1.19366171297535e+08
Method 1: time: 1.001031875, rttSecondDerivative: 2.745935472846223e+09, cwndSecondDerivative: 1.1936656671245798e+08
Method 1: time: 1.006417044, rttSecondDerivative: 2.7691878790497727e+09, cwndSecondDerivative: 1.1936695881491655e+08
Method 1: time: 1.003332497, rttSecondDerivative: 2.7848970834775815e+09, cwndSecondDerivative: 1.1936734992302246e+08
Method 1: time: 1.002191205, rttSecondDerivative: 2.807986425254891e+09, cwndSecondDerivative: 1.1936773316506389e+08
Method 1: time: 1.004364508, rttSecondDerivative: 2.83134559570891e+09, cwndSecondDerivative: 1.1936810428872646e+08
Method 1: time: 1.002972123, rttSecondDerivative: 2.863280330879903e+09, cwndSecondDerivative: 1.1936847249745901e+08
Method 1: time: 1.002716475, rttSecondDerivative: 2.8760413338415456e+09, cwndSecondDerivative: 1.1936884649313594e+08
Method 1: time: 1.003368085, rttSecondDerivative: 2.900631804431529e+09, cwndSecondDerivative: 1.1936920451115723e+08
Method 1: time: 1.002288006, rttSecondDerivative: 2.9213260813081236e+09, cwndSecondDerivative: 1.1936956400248149e+08
Method 1: time: 1.003956494, rttSecondDerivative: 2.938112335573562e+09, cwndSecondDerivative: 1.1936991230454198e+08
Method 1: time: 1.003712892, rttSecondDerivative: 2.9551644398455076e+09, cwndSecondDerivative: 1.1937025799342543e+08
Method 1: time: 1.006227177, rttSecondDerivative: 2.987658442047033e+09, cwndSecondDerivative: 1.1937059702367151e+08
Method 1: time: 1.002529154, rttSecondDerivative: 3.012201297417869e+09, cwndSecondDerivative: 1.1937093357146835e+08
Method 1: time: 1.001297481, rttSecondDerivative: 3.0362620433423653e+09, cwndSecondDerivative: 1.193712775208523e+08
Method 1: time: 1.000878507, rttSecondDerivative: 3.058983656452349e+09, cwndSecondDerivative: 1.1937160900182895e+08
Method 1: time: 1.006731633, rttSecondDerivative: 3.0798438824985795e+09, cwndSecondDerivative: 1.1937190147393839e+08
Method 1: time: 1.002067445, rttSecondDerivative: 3.0925546960506945e+09, cwndSecondDerivative: 1.1937224943584861e+08
Method 1: time: 1.002925531, rttSecondDerivative: 3.115470816879032e+09, cwndSecondDerivative: 1.1937266727779281e+08
Method 1: time: 1.004462013, rttSecondDerivative: 3.139513907701557e+09, cwndSecondDerivative: 1.1937309271705382e+08
Method 1: time: 1.00424451, rttSecondDerivative: 3.159696769608343e+09, cwndSecondDerivative: 1.1937355396366872e+08
Method 1: time: 1.002729813, rttSecondDerivative: 3.1854448045772743e+09, cwndSecondDerivative: 1.1937395698823719e+08
Method 1: time: 1.003861369, rttSecondDerivative: 3.2088562295204444e+09, cwndSecondDerivative: 1.1937440708639066e+08
Method 1: time: 1.002965484, rttSecondDerivative: 3.227932683985684e+09, cwndSecondDerivative: 1.1937476855051467e+08
Method 1: time: 1.005222931, rttSecondDerivative: 3.2502251042192616e+09, cwndSecondDerivative: 1.1937514968538435e+08
Method 1: time: 1.001154241, rttSecondDerivative: 3.2693543041415443e+09, cwndSecondDerivative: 1.1937546834831257e+08
Method 1: time: 1.003120856, rttSecondDerivative: 3.2915356937688904e+09, cwndSecondDerivative: 1.193757924328816e+08
Method 1: time: 1.002880376, rttSecondDerivative: 3.320145223248989e+09, cwndSecondDerivative: 1.1937620517176737e+08
Method 1: time: 1.003721125, rttSecondDerivative: 3.33570398127021e+09, cwndSecondDerivative: 1.1937656632620183e+08
Method 1: time: 1.003773836, rttSecondDerivative: 3.368250663194965e+09, cwndSecondDerivative: 1.1937683925561081e+08
Method 1: time: 1.002864774, rttSecondDerivative: 3.393026186324972e+09, cwndSecondDerivative: 1.1937710578564753e+08
Method 1: time: 1.003738139, rttSecondDerivative: 3.4214440298520765e+09, cwndSecondDerivative: 1.1937742688850066e+08
Method 1: time: 1.003256525, rttSecondDerivative: 3.447987060391152e+09, cwndSecondDerivative: 1.1937774633853447e+08
Method 1: time: 1.00335623, rttSecondDerivative: 3.4657275787833195e+09, cwndSecondDerivative: 1.1937806557993151e+08
Method 1: time: 1.00428383, rttSecondDerivative: 3.4969578338623686e+09, cwndSecondDerivative: 1.193784642432912e+08
Method 1: time: 1.003324681, rttSecondDerivative: 3.5313416610263352e+09, cwndSecondDerivative: 1.2145184442008193e+08
Method 1: time: 1.003896787, rttSecondDerivative: 3.551798522705719e+09, cwndSecondDerivative: 1.2145221342437829e+08
Method 1: time: 1.004559701, rttSecondDerivative: 3.572392618389649e+09, cwndSecondDerivative: 1.214525676004061e+08
Method 1: time: 1.001736966, rttSecondDerivative: 3.6017519853626957e+09, cwndSecondDerivative: 1.2145293974451496e+08
Method 1: time: 1.003956779, rttSecondDerivative: 3.62708492060087e+09, cwndSecondDerivative: 1.2145333315387012e+08
Method 1: time: 1.003206296, rttSecondDerivative: 3.6468335638948493e+09, cwndSecondDerivative: 1.2145372818442364e+08
Method 1: time: 1.00374725, rttSecondDerivative: 3.6617681150852976e+09, cwndSecondDerivative: 1.2145410929354508e+08
Method 1: time: 1.002826146, rttSecondDerivative: 3.690058984990305e+09, cwndSecondDerivative: 1.2145448521277721e+08
Method 1: time: 1.004163421, rttSecondDerivative: 3.7129758191700225e+09, cwndSecondDerivative: 1.401248259458828e+08
Method 1: time: 1.003806039, rttSecondDerivative: 3.735003594158818e+09, cwndSecondDerivative: 1.4012529805069268e+08
Method 1: time: 1.003917289, rttSecondDerivative: 3.7576481908122582e+09, cwndSecondDerivative: 1.4842368287850565e+08
Method 1: time: 1.0014481, rttSecondDerivative: 3.7755628614934807e+09, cwndSecondDerivative: 1.5672167609296232e+08
Method 1: time: 1.004661371, rttSecondDerivative: 3.795793269132835e+09, cwndSecondDerivative: 1.5672222142262477e+08
Method 1: time: 1.002901823, rttSecondDerivative: 3.8233930220741034e+09, cwndSecondDerivative: 1.567226071602454e+08
Method 1: time: 1.004375459, rttSecondDerivative: 3.849065576263303e+09, cwndSecondDerivative: 1.5672298898287028e+08
Method 1: time: 1.007928333, rttSecondDerivative: 3.8639145044276137e+09, cwndSecondDerivative: 1.5672347360557514e+08
Method 1: time: 1.012126503, rttSecondDerivative: 3.8886529286031423e+09, cwndSecondDerivative: 1.6502133369561693e+08
Method 1: time: 1.002018189, rttSecondDerivative: 3.911691497380711e+09, cwndSecondDerivative: 1.6502197439230445e+08
Method 1: time: 1.00268746, rttSecondDerivative: 3.9346010540842714e+09, cwndSecondDerivative: 1.6502259811984026e+08
Method 1: time: 1.00685642, rttSecondDerivative: 3.953484244964093e+09, cwndSecondDerivative: 4.5977188079537344e+08
Method 1: time: 1.008233584, rttSecondDerivative: 3.9767846292089763e+09, cwndSecondDerivative: 4.597730378859217e+08
Method 1: time: 1.001142393, rttSecondDerivative: 4.002952526436812e+09, cwndSecondDerivative: 4.59774013224331e+08
Method 1: time: 1.006758722, rttSecondDerivative: 4.028759710709948e+09, cwndSecondDerivative: 4.597752679777865e+08
Method 1: time: 1.003012094, rttSecondDerivative: 4.050674687316221e+09, cwndSecondDerivative: 4.5977647458849937e+08
Method 1: time: 1.002727837, rttSecondDerivative: 4.073826219967663e+09, cwndSecondDerivative: 4.5977770236957693e+08
Method 1: time: 1.006565063, rttSecondDerivative: 4.094307105185382e+09, cwndSecondDerivative: 4.5977875455070245e+08
Method 1: time: 1.00093185, rttSecondDerivative: 4.113723553026967e+09, cwndSecondDerivative: 4.597798254897598e+08
Method 1: time: 1.003617044, rttSecondDerivative: 4.13698134095922e+09, cwndSecondDerivative: 4.597807530891769e+08
Method 1: time: 1.003918473, rttSecondDerivative: 4.1583164662157574e+09, cwndSecondDerivative: 4.597816164559874e+08
Method 1: time: 1.002087932, rttSecondDerivative: 4.1777874219677696e+09, cwndSecondDerivative: 4.597827928582973e+08
Method 1: time: 1.004317337, rttSecondDerivative: 4.2105647143300805e+09, cwndSecondDerivative: 4.597841487261115e+08
Method 1: time: 1.004697851, rttSecondDerivative: 4.236804417984769e+09, cwndSecondDerivative: 4.5978511995683384e+08
Method 1: time: 1.000805028, rttSecondDerivative: 4.249910808488826e+09, cwndSecondDerivative: 4.597864887030973e+08
Method 1: time: 1.004156548, rttSecondDerivative: 4.2783581067876935e+09, cwndSecondDerivative: 4.5978792984210765e+08
Method 1: time: 1.004415678, rttSecondDerivative: 4.298396690899886e+09, cwndSecondDerivative: 4.5978943478323257e+08
Method 1: time: 1.003862429, rttSecondDerivative: 4.309422534853673e+09, cwndSecondDerivative: 4.5979083769677246e+08
Method 1: time: 1.001976896, rttSecondDerivative: 4.337157453233205e+09, cwndSecondDerivative: 4.597923599627568e+08
Method 1: time: 1.003944383, rttSecondDerivative: 4.3583440334222555e+09, cwndSecondDerivative: 4.5979344162975377e+08
Method 1: time: 1.003038959, rttSecondDerivative: 4.385367114373127e+09, cwndSecondDerivative: 4.5979435860188967e+08
Method 1: time: 1.00412966, rttSecondDerivative: 4.412120066337387e+09, cwndSecondDerivative: 4.59795287150372e+08
Method 1: time: 1.002225766, rttSecondDerivative: 4.435936363219452e+09, cwndSecondDerivative: 4.5979637035875034e+08
Method 1: time: 1.004328514, rttSecondDerivative: 4.466528738858849e+09, cwndSecondDerivative: 4.5979748141119635e+08
Method 1: time: 1.002846717, rttSecondDerivative: 4.486879617689891e+09, cwndSecondDerivative: 4.597984873639451e+08
Method 1: time: 1.002919242, rttSecondDerivative: 4.513000716067946e+09, cwndSecondDerivative: 4.597992695635774e+08
Method 1: time: 1.002206011, rttSecondDerivative: 4.531968100613364e+09, cwndSecondDerivative: 4.598000726668823e+08
Method 1: time: 1.002080109, rttSecondDerivative: 4.547898831323734e+09, cwndSecondDerivative: 4.598007519778592e+08
Method 1: time: 1.000739139, rttSecondDerivative: 4.573474407641103e+09, cwndSecondDerivative: 4.598014217141658e+08
Method 1: time: 1.002743708, rttSecondDerivative: 4.595370151888045e+09, cwndSecondDerivative: 4.5980216076411986e+08
Method 1: time: 1.009619206, rttSecondDerivative: 4.622357694474273e+09, cwndSecondDerivative: 4.598028853302106e+08
Method 1: time: 1.003824035, rttSecondDerivative: 4.64664709208109e+09, cwndSecondDerivative: 4.5980388889546937e+08
Method 1: time: 1.003382863, rttSecondDerivative: 4.662432300990953e+09, cwndSecondDerivative: 4.5980490285691065e+08
Method 1: time: 1.004687633, rttSecondDerivative: 4.681476380655548e+09, cwndSecondDerivative: 4.598057161206871e+08
Method 1: time: 1.002455227, rttSecondDerivative: 4.706120301206999e+09, cwndSecondDerivative: 4.5980654718684626e+08
Method 1: time: 1.003269084, rttSecondDerivative: 4.737758439739208e+09, cwndSecondDerivative: 4.598072921500404e+08
Method 1: time: 1.002879875, rttSecondDerivative: 4.763374084722102e+09, cwndSecondDerivative: 4.598079313771317e+08
Method 1: time: 1.006006349, rttSecondDerivative: 4.775323603087304e+09, cwndSecondDerivative: 4.5980859081137216e+08
Method 1: time: 1.004360513, rttSecondDerivative: 4.799205761649922e+09, cwndSecondDerivative: 4.598094494828343e+08
Method 1: time: 1.002517719, rttSecondDerivative: 4.8211781826400385e+09, cwndSecondDerivative: 4.5981021350681156e+08
Method 1: time: 1.002320956, rttSecondDerivative: 4.846350962041248e+09, cwndSecondDerivative: 4.598109207541039e+08
Method 1: time: 1.004037161, rttSecondDerivative: 4.867387128044198e+09, cwndSecondDerivative: 4.598115203139821e+08
Method 1: time: 1.004606053, rttSecondDerivative: 4.889756923908098e+09, cwndSecondDerivative: 4.5981221908539414e+08
