Method 1: time: 1.168213749, rttSecondDerivative: 7059.599999999999, cwndSecondDerivative: 0
Method 1: time: 1.001827978, rttSecondDerivative: 5.731683345795696e+08, cwndSecondDerivative: 1.0962075468768583e+08
Method 1: time: 1.003457263, rttSecondDerivative: 5.974007677751752e+08, cwndSecondDerivative: 1.0962776234689869e+08
Method 1: time: 1.003331085, rttSecondDerivative: 6.137150112771801e+08, cwndSecondDerivative: 1.0963434543234533e+08
Method 1: time: 1.002919572, rttSecondDerivative: 6.352124173370415e+08, cwndSecondDerivative: 1.0964054078912574e+08
Method 1: time: 1.004069955, rttSecondDerivative: 6.574646536450155e+08, cwndSecondDerivative: 1.0964546501837611e+08
Method 1: time: 1.000831033, rttSecondDerivative: 6.701649460092672e+08, cwndSecondDerivative: 1.0965047414057785e+08
Method 1: time: 1.000731947, rttSecondDerivative: 6.960879629936477e+08, cwndSecondDerivative: 1.0965591860297543e+08
Method 1: time: 1.001984161, rttSecondDerivative: 7.17215313174043e+08, cwndSecondDerivative: 1.0966079431317118e+08
Method 1: time: 1.005397002, rttSecondDerivative: 7.389690024242597e+08, cwndSecondDerivative: 1.096650443168205e+08
Method 1: time: 1.006302388, rttSecondDerivative: 7.613737879390166e+08, cwndSecondDerivative: 1.0966987754744992e+08
Method 1: time: 1.000685911, rttSecondDerivative: 7.703495411391857e+08, cwndSecondDerivative: 1.3854095807429314e+08
Method 1: time: 1.003987482, rttSecondDerivative: 7.854684281461382e+08, cwndSecondDerivative: 1.4682251388606596e+08
Method 1: time: 1.002395516, rttSecondDerivative: 8.082609384058065e+08, cwndSecondDerivative: 1.4683111335871217e+08
Method 1: time: 1.004240337, rttSecondDerivative: 8.264951663740603e+08, cwndSecondDerivative: 1.4683921765961134e+08
Method 1: time: 1.002573668, rttSecondDerivative: 8.563522968996528e+08, cwndSecondDerivative: 1.4684755793746498e+08
Method 1: time: 1.000608842, rttSecondDerivative: 8.697647375618298e+08, cwndSecondDerivative: 1.4685571527962387e+08
Method 1: time: 1.00417476, rttSecondDerivative: 8.891414180250056e+08, cwndSecondDerivative: 1.4686450269273266e+08
Method 1: time: 1.005613191, rttSecondDerivative: 9.083968939296923e+08, cwndSecondDerivative: 1.4687114687019324e+08
Method 1: time: 1.002774069, rttSecondDerivative: 9.284304983361348e+08, cwndSecondDerivative: 1.468761108608651e+08
Method 1: time: 1.000925334, rttSecondDerivative: 9.463330435501252e+08, cwndSecondDerivative: 1.468813484860694e+08
Method 1: time: 1.003308034, rttSecondDerivative: 9.596885435746775e+08, cwndSecondDerivative: 1.4688636306798533e+08
Method 1: time: 1.002924968, rttSecondDerivative: 9.843306365850155e+08, cwndSecondDerivative: 1.4689074429960293e+08
Method 1: time: 1.004210652, rttSecondDerivative: 9.977917927613027e+08, cwndSecondDerivative: 1.4689674538592353e+08
Method 1: time: 1.001100798, rttSecondDerivative: 1.0203750882635366e+09, cwndSecondDerivative: 1.469014828839056e+08
Method 1: time: 1.004759702, rttSecondDerivative: 1.0437627615584004e+09, cwndSecondDerivative: 1.4690726343281227e+08
Method 1: time: 1.00205255, rttSecondDerivative: 1.0680954497782719e+09, cwndSecondDerivative: 1.4691181457501274e+08
Method 1: time: 1.00359717, rttSecondDerivative: 1.0955617487039704e+09, cwndSecondDerivative: 1.4691742188052642e+08
Method 1: time: 1.0028905, rttSecondDerivative: 1.1224914728610363e+09, cwndSecondDerivative: 1.4692315178929475e+08
Method 1: time: 1.001448394, rttSecondDerivative: 1.1478039279749658e+09, cwndSecondDerivative: 1.469288745845081e+08
Method 1: time: 1.006114396, rttSecondDerivative: 1.1691753543858173e+09, cwndSecondDerivative: 1.4693401157252315e+08
Method 1: time: 1.004225143, rttSecondDerivative: 1.183453451238259e+09, cwndSecondDerivative: 1.4693963003903538e+08
Method 1: time: 1.021285304, rttSecondDerivative: 1.2071861227713916e+09, cwndSecondDerivative: 1.4694266085201675e+08
Method 1: time: 1.003085677, rttSecondDerivative: 1.2208375554114823e+09, cwndSecondDerivative: 1.4694601280323058e+08
Method 1: time: 1.003771117, rttSecondDerivative: 1.24814839096686e+09, cwndSecondDerivative: 1.4694886091888788e+08
Method 1: time: 1.005237958, rttSecondDerivative: 1.27501189327496e+09, cwndSecondDerivative: 1.4695208598224565e+08
Method 1: time: 1.000832445, rttSecondDerivative: 1.2919049709050531e+09, cwndSecondDerivative: 1.4695658974712235e+08
Method 1: time: 1.00231012, rttSecondDerivative: 1.3130685559395905e+09, cwndSecondDerivative: 1.4696140137881085e+08
Method 1: time: 1.002736608, rttSecondDerivative: 1.341304305063495e+09, cwndSecondDerivative: 1.4696591832082364e+08
Method 1: time: 1.002654215, rttSecondDerivative: 1.3589577210425754e+09, cwndSecondDerivative: 1.469708580907289e+08
Method 1: time: 1.004048755, rttSecondDerivative: 1.361637853451821e+09, cwndSecondDerivative: 1.4697550757899612e+08
Method 1: time: 1.001863695, rttSecondDerivative: 1.3716466873945866e+09, cwndSecondDerivative: 1.4697992940266877e+08
Method 1: time: 1.003222146, rttSecondDerivative: 1.3852987964740322e+09, cwndSecondDerivative: 1.4698370393413767e+08
Method 1: time: 1.003007067, rttSecondDerivative: 1.406053917751087e+09, cwndSecondDerivative: 1.4698717541051188e+08
Method 1: time: 1.003154607, rttSecondDerivative: 1.4261921426536937e+09, cwndSecondDerivative: 1.4699035491919777e+08
Method 1: time: 1.003417958, rttSecondDerivative: 1.4547086221881866e+09, cwndSecondDerivative: 1.469928062821356e+08
Method 1: time: 1.003083385, rttSecondDerivative: 1.4870671721895185e+09, cwndSecondDerivative: 1.4699475115848804e+08
Method 1: time: 1.003795791, rttSecondDerivative: 1.5192889495524702e+09, cwndSecondDerivative: 1.4699669318175685e+08
Method 1: time: 1.005955762, rttSecondDerivative: 1.550244489427874e+09, cwndSecondDerivative: 1.4699876450581765e+08
Method 1: time: 1.021074987, rttSecondDerivative: 1.5683262885146017e+09, cwndSecondDerivative: 1.470012265088184e+08
Method 1: time: 1.003872371, rttSecondDerivative: 1.5911005002743008e+09, cwndSecondDerivative: 1.4700302518143466e+08
Method 1: time: 1.001531591, rttSecondDerivative: 1.6174525964271045e+09, cwndSecondDerivative: 1.4700481183786064e+08
Method 1: time: 1.005288613, rttSecondDerivative: 1.646294035304148e+09, cwndSecondDerivative: 1.470067700258888e+08
Method 1: time: 1.001072927, rttSecondDerivative: 1.675608827845392e+09, cwndSecondDerivative: 1.4700862860501122e+08
Method 1: time: 1.002689621, rttSecondDerivative: 1.69310792599589e+09, cwndSecondDerivative: 1.4701024489870402e+08
Method 1: time: 1.003807762, rttSecondDerivative: 1.7246491283749104e+09, cwndSecondDerivative: 1.4701193019469526e+08
Method 1: time: 1.00306265, rttSecondDerivative: 1.7559559631129444e+09, cwndSecondDerivative: 1.4701364212403524e+08
Method 1: time: 1.002546974, rttSecondDerivative: 1.7814192771390183e+09, cwndSecondDerivative: 1.4701544341849002e+08
Method 1: time: 1.002503091, rttSecondDerivative: 1.8097051590618796e+09, cwndSecondDerivative: 1.47017681972294e+08
Method 1: time: 1.004326051, rttSecondDerivative: 1.8244790189885418e+09, cwndSecondDerivative: 1.4701930709073296e+08
Method 1: time: 1.002939419, rttSecondDerivative: 1.839849856524912e+09, cwndSecondDerivative: 1.470207280052252e+08
Method 1: time: 1.003086323, rttSecondDerivative: 1.864911690307154e+09, cwndSecondDerivative: 1.4702218659502396e+08
Method 1: time: 1.003986177, rttSecondDerivative: 1.8910834450305324e+09, cwndSecondDerivative: 1.4702366350210375e+08
Method 1: time: 1.002374345, rttSecondDerivative: 1.9072544115506206e+09, cwndSecondDerivative: 1.4702524033725402e+08
Method 1: time: 1.004720358, rttSecondDerivative: 1.9273157620915315e+09, cwndSecondDerivative: 1.4702691912951297e+08
Method 1: time: 1.003905358, rttSecondDerivative: 1.957859644246441e+09, cwndSecondDerivative: 1.4702836529875273e+08
Method 1: time: 1.000467244, rttSecondDerivative: 1.9810200568232882e+09, cwndSecondDerivative: 1.4703023468724257e+08
Method 1: time: 1.00268786, rttSecondDerivative: 2.0015872429774234e+09, cwndSecondDerivative: 1.470321548363864e+08
Method 1: time: 1.003644532, rttSecondDerivative: 2.0251534372678306e+09, cwndSecondDerivative: 1.470340610366554e+08
Method 1: time: 1.002809975, rttSecondDerivative: 2.046749358970911e+09, cwndSecondDerivative: 1.470357699352566e+08
Method 1: time: 1.003329855, rttSecondDerivative: 2.0744360039408753e+09, cwndSecondDerivative: 1.470375864748061e+08
Method 1: time: 1.002386955, rttSecondDerivative: 2.0949000677451634e+09, cwndSecondDerivative: 1.4703912416253558e+08
Method 1: time: 1.003898085, rttSecondDerivative: 2.117907486142155e+09, cwndSecondDerivative: 1.4704063924895304e+08
Method 1: time: 1.002435434, rttSecondDerivative: 2.1430588065704927e+09, cwndSecondDerivative: 1.4704225361749032e+08
Method 1: time: 1.002997322, rttSecondDerivative: 2.173092055391701e+09, cwndSecondDerivative: 1.4704395364355797e+08
Method 1: time: 1.002741918, rttSecondDerivative: 2.1956114261985316e+09, cwndSecondDerivative: 1.47045571424506e+08
Method 1: time: 1.002903864, rttSecondDerivative: 2.218776109174248e+09, cwndSecondDerivative: 1.4704688301192233e+08
Method 1: time: 1.003516001, rttSecondDerivative: 2.24441724628847e+09, cwndSecondDerivative: 1.4704831522311503e+08
Method 1: time: 1.004098367, rttSecondDerivative: 2.2670974530780563e+09, cwndSecondDerivative: 1.4704984224139303e+08
Method 1: time: 1.002866858, rttSecondDerivative: 2.284262361155896e+09, cwndSecondDerivative: 1.4705134406599233e+08
Method 1: time: 1.003630715, rttSecondDerivative: 2.306852006864361e+09, cwndSecondDerivative: 1.4705293815863112e+08
Method 1: time: 1.001944281, rttSecondDerivative: 2.3200159095281086e+09, cwndSecondDerivative: 1.511936742277037e+08
Method 1: time: 1.003766402, rttSecondDerivative: 2.3334080540748687e+09, cwndSecondDerivative: 1.5119529589899862e+08
Method 1: time: 1.002126587, rttSecondDerivative: 2.3507476436896367e+09, cwndSecondDerivative: 1.5119699205820075e+08
Method 1: time: 1.003346247, rttSecondDerivative: 2.3665968502365484e+09, cwndSecondDerivative: 1.511984634900283e+08
Method 1: time: 1.003140184, rttSecondDerivative: 2.396298826984777e+09, cwndSecondDerivative: 1.5119990101679373e+08
Method 1: time: 1.00311598, rttSecondDerivative: 2.400072900918081e+09, cwndSecondDerivative: 1.5120090873305216e+08
Method 1: time: 1.003756836, rttSecondDerivative: 2.409242380997518e+09, cwndSecondDerivative: 1.5120199828284895e+08
Method 1: time: 1.002666576, rttSecondDerivative: 2.4200919236916933e+09, cwndSecondDerivative: 1.5120300565915394e+08
Method 1: time: 1.003062676, rttSecondDerivative: 2.4356875474875646e+09, cwndSecondDerivative: 1.5120442343625045e+08
Method 1: time: 1.002846152, rttSecondDerivative: 2.447266627568615e+09, cwndSecondDerivative: 1.5120556365546864e+08
Method 1: time: 1.002945469, rttSecondDerivative: 2.4607403123927402e+09, cwndSecondDerivative: 1.5120652831066385e+08
Method 1: time: 1.003414326, rttSecondDerivative: 2.474327760254042e+09, cwndSecondDerivative: 1.5120749050171676e+08
Method 1: time: 1.002667757, rttSecondDerivative: 2.4862586269733515e+09, cwndSecondDerivative: 1.5120862918293986e+08
Method 1: time: 1.004130731, rttSecondDerivative: 2.498567557782861e+09, cwndSecondDerivative: 1.5120961379325628e+08
Method 1: time: 1.00356062, rttSecondDerivative: 2.504719848759814e+09, cwndSecondDerivative: 1.5121077333063626e+08
Method 1: time: 1.002393683, rttSecondDerivative: 2.515722981885867e+09, cwndSecondDerivative: 1.5121184550046697e+08
Method 1: time: 1.003442792, rttSecondDerivative: 2.529221329474838e+09, cwndSecondDerivative: 1.5121309795568302e+08
Method 1: time: 1.002840964, rttSecondDerivative: 2.544934136e+09, cwndSecondDerivative: 1.5121414875835463e+08
Method 1: time: 1.003517599, rttSecondDerivative: 2.552544265287464e+09, cwndSecondDerivative: 1.5121508584211677e+08
Method 1: time: 1.005020629, rttSecondDerivative: 2.561193058213745e+09, cwndSecondDerivative: 1.5121621164614108e+08
Method 1: time: 1.001618976, rttSecondDerivative: 2.573665914534638e+09, cwndSecondDerivative: 1.5121736821103722e+08
Method 1: time: 1.00455087, rttSecondDerivative: 2.5965920602949634e+09, cwndSecondDerivative: 1.512184694994576e+08
Method 1: time: 1.001844747, rttSecondDerivative: 2.6152968561217318e+09, cwndSecondDerivative: 1.5121948295277533e+08
Method 1: time: 1.003124763, rttSecondDerivative: 2.6377550252814655e+09, cwndSecondDerivative: 1.5122056651332948e+08
Method 1: time: 1.003351289, rttSecondDerivative: 2.645894765669393e+09, cwndSecondDerivative: 1.5122172050673783e+08
Method 1: time: 1.00339225, rttSecondDerivative: 2.662249981545172e+09, cwndSecondDerivative: 1.5122249365121529e+08
Method 1: time: 1.003440013, rttSecondDerivative: 2.677088892913507e+09, cwndSecondDerivative: 1.5122329031213713e+08
Method 1: time: 1.004181064, rttSecondDerivative: 2.691714691610755e+09, cwndSecondDerivative: 1.5122399190740323e+08
Method 1: time: 1.002878395, rttSecondDerivative: 2.7027601913698215e+09, cwndSecondDerivative: 1.5122469777286953e+08
Method 1: time: 1.002802781, rttSecondDerivative: 2.702777302950126e+09, cwndSecondDerivative: 1.5122534018730393e+08
Method 1: time: 1.003397938, rttSecondDerivative: 2.709912428661103e+09, cwndSecondDerivative: 1.5122616432143992e+08
Method 1: time: 1.004084709, rttSecondDerivative: 2.7209303301318865e+09, cwndSecondDerivative: 1.512269621142555e+08
Method 1: time: 1.002797638, rttSecondDerivative: 2.7306280239860983e+09, cwndSecondDerivative: 1.5122794399457285e+08
Method 1: time: 1.003552008, rttSecondDerivative: 2.740779184607239e+09, cwndSecondDerivative: 1.5122889152702338e+08
Method 1: time: 1.001971668, rttSecondDerivative: 2.744409148870133e+09, cwndSecondDerivative: 1.512299238774667e+08
Method 1: time: 1.002345369, rttSecondDerivative: 2.750820169253601e+09, cwndSecondDerivative: 1.5123066297555193e+08
Method 1: time: 1.001228274, rttSecondDerivative: 2.7661447768568096e+09, cwndSecondDerivative: 1.5123146836298034e+08
Method 1: time: 1.00394783, rttSecondDerivative: 2.767747045299471e+09, cwndSecondDerivative: 1.5123209278212348e+08
Method 1: time: 1.006907606, rttSecondDerivative: 2.781638642466543e+09, cwndSecondDerivative: 1.512326930619637e+08
Method 1: time: 1.003726076, rttSecondDerivative: 2.8006831226663346e+09, cwndSecondDerivative: 1.5123329765973437e+08
Method 1: time: 1.002584725, rttSecondDerivative: 2.813591357981734e+09, cwndSecondDerivative: 1.5123395792971328e+08
Method 1: time: 1.004293901, rttSecondDerivative: 2.8363816125622168e+09, cwndSecondDerivative: 1.5123466508258379e+08
Method 1: time: 1.003913139, rttSecondDerivative: 2.847194777257137e+09, cwndSecondDerivative: 1.5123552773544475e+08
Method 1: time: 1.002891945, rttSecondDerivative: 2.861141107273906e+09, cwndSecondDerivative: 1.51236291787141e+08
Method 1: time: 1.002989951, rttSecondDerivative: 2.8730443532223277e+09, cwndSecondDerivative: 1.5123708471042222e+08
Method 1: time: 1.003491802, rttSecondDerivative: 2.890331146671598e+09, cwndSecondDerivative: 1.512378120235401e+08
Method 1: time: 1.005009013, rttSecondDerivative: 2.89853019582336e+09, cwndSecondDerivative: 1.512385680089723e+08
Method 1: time: 1.000850465, rttSecondDerivative: 2.901879995746057e+09, cwndSecondDerivative: 1.5123912282065466e+08
Method 1: time: 1.00253862, rttSecondDerivative: 2.9225729186614537e+09, cwndSecondDerivative: 1.5123974658418086e+08
Method 1: time: 1.004258255, rttSecondDerivative: 2.942131746627759e+09, cwndSecondDerivative: 1.5124039705122724e+08
Method 1: time: 1.002962572, rttSecondDerivative: 2.953273893219253e+09, cwndSecondDerivative: 1.5124118199661118e+08
Method 1: time: 1.003554556, rttSecondDerivative: 2.963683018295529e+09, cwndSecondDerivative: 1.512417229713623e+08
Method 1: time: 1.004323622, rttSecondDerivative: 2.988748963743002e+09, cwndSecondDerivative: 1.512422407970469e+08
Method 1: time: 1.004517388, rttSecondDerivative: 3.0040273905085874e+09, cwndSecondDerivative: 1.5124282988043845e+08
Method 1: time: 1.003801532, rttSecondDerivative: 3.025567966432674e+09, cwndSecondDerivative: 1.5124341252217165e+08
Method 1: time: 1.002577243, rttSecondDerivative: 3.049146565381822e+09, cwndSecondDerivative: 1.5124400029040912e+08
Method 1: time: 1.002996207, rttSecondDerivative: 3.0528060036859813e+09, cwndSecondDerivative: 1.5124465519952214e+08
Method 1: time: 1.003827088, rttSecondDerivative: 3.0633543908551283e+09, cwndSecondDerivative: 1.5124542485086417e+08
Method 1: time: 1.004893413, rttSecondDerivative: 3.082404883096766e+09, cwndSecondDerivative: 1.5124614479056883e+08
Method 1: time: 1.002788168, rttSecondDerivative: 3.096257215636258e+09, cwndSecondDerivative: 1.5124677611635476e+08
Method 1: time: 1.000908542, rttSecondDerivative: 3.114790176499544e+09, cwndSecondDerivative: 1.5124741854953304e+08
Method 1: time: 1.004461003, rttSecondDerivative: 3.129301052504622e+09, cwndSecondDerivative: 1.512481271097483e+08
Method 1: time: 1.003769379, rttSecondDerivative: 3.143876308514349e+09, cwndSecondDerivative: 1.5124884675896698e+08
Method 1: time: 1.003634195, rttSecondDerivative: 3.152755845421294e+09, cwndSecondDerivative: 1.512495382508309e+08
Method 1: time: 1.00559617, rttSecondDerivative: 3.1651459159641933e+09, cwndSecondDerivative: 1.5125024312563714e+08
Method 1: time: 1.00312733, rttSecondDerivative: 3.1743453587998633e+09, cwndSecondDerivative: 1.5125093811811835e+08
Method 1: time: 1.003597533, rttSecondDerivative: 3.1834562499095364e+09, cwndSecondDerivative: 1.512514406296732e+08
Method 1: time: 1.003111293, rttSecondDerivative: 3.2055259575853195e+09, cwndSecondDerivative: 1.5125217510140532e+08
Method 1: time: 1.004454156, rttSecondDerivative: 3.2194079449810596e+09, cwndSecondDerivative: 1.5125290104228935e+08
Method 1: time: 1.003048288, rttSecondDerivative: 3.221788490426559e+09, cwndSecondDerivative: 1.5125352384961504e+08
Method 1: time: 1.003880523, rttSecondDerivative: 3.2320128789943213e+09, cwndSecondDerivative: 1.512540121127542e+08
Method 1: time: 1.003807808, rttSecondDerivative: 3.254376154366936e+09, cwndSecondDerivative: 1.5125438612071308e+08
Method 1: time: 1.002611953, rttSecondDerivative: 3.2705878317837152e+09, cwndSecondDerivative: 1.5125478030324298e+08
Method 1: time: 1.00353358, rttSecondDerivative: 3.2768044447971444e+09, cwndSecondDerivative: 1.5125545889432007e+08
Method 1: time: 1.00508286, rttSecondDerivative: 3.2809461666497803e+09, cwndSecondDerivative: 1.512560649533117e+08
Method 1: time: 1.002258538, rttSecondDerivative: 3.287964497986867e+09, cwndSecondDerivative: 1.5125664327439657e+08
Method 1: time: 1.00406948, rttSecondDerivative: 3.301812977789045e+09, cwndSecondDerivative: 3.5468307557646036e+08
Method 1: time: 1.004134936, rttSecondDerivative: 3.313825566080933e+09, cwndSecondDerivative: 3.546841160025699e+08
Method 1: time: 1.003329721, rttSecondDerivative: 3.317247533574845e+09, cwndSecondDerivative: 3.54684753382988e+08
Method 1: time: 1.003948174, rttSecondDerivative: 3.3258704211168194e+09, cwndSecondDerivative: 3.546855978645437e+08
Method 1: time: 1.003009516, rttSecondDerivative: 3.3432137144859877e+09, cwndSecondDerivative: 3.54686341465465e+08
Method 1: time: 1.00261009, rttSecondDerivative: 3.3582209180500646e+09, cwndSecondDerivative: 3.5468712919521666e+08
Method 1: time: 1.003481803, rttSecondDerivative: 3.3728115508068557e+09, cwndSecondDerivative: 3.546880137278233e+08
Method 1: time: 1.005235225, rttSecondDerivative: 3.3887854375150995e+09, cwndSecondDerivative: 3.5468869207479113e+08
Method 1: time: 1.003953178, rttSecondDerivative: 3.404270332298698e+09, cwndSecondDerivative: 3.54689325586426e+08
Method 1: time: 1.00084994, rttSecondDerivative: 3.4130308435927024e+09, cwndSecondDerivative: 3.546899469364471e+08
Method 1: time: 1.003374301, rttSecondDerivative: 3.430832532823084e+09, cwndSecondDerivative: 3.546905982064989e+08
Method 1: time: 1.003647105, rttSecondDerivative: 3.44485559175659e+09, cwndSecondDerivative: 3.546915304483981e+08
Method 1: time: 1.002215342, rttSecondDerivative: 3.469723583333316e+09, cwndSecondDerivative: 3.5469230157641196e+08
Method 1: time: 1.004250326, rttSecondDerivative: 3.49116333574817e+09, cwndSecondDerivative: 3.5469309197247046e+08
Method 1: time: 1.003119247, rttSecondDerivative: 3.4919660505754476e+09, cwndSecondDerivative: 3.546941276082986e+08
Method 1: time: 1.004354467, rttSecondDerivative: 3.4955826844122252e+09, cwndSecondDerivative: 3.5469514260785943e+08
Method 1: time: 1.002585472, rttSecondDerivative: 3.499600263978017e+09, cwndSecondDerivative: 3.5469617315407926e+08
Method 1: time: 1.003512443, rttSecondDerivative: 3.5070122776800504e+09, cwndSecondDerivative: 3.546972438669336e+08
Method 1: time: 1.004843535, rttSecondDerivative: 3.507040051360476e+09, cwndSecondDerivative: 3.546981858722861e+08
Method 1: time: 1.004568364, rttSecondDerivative: 3.5201843501008606e+09, cwndSecondDerivative: 3.546989164939818e+08
Method 1: time: 1.002284257, rttSecondDerivative: 3.5271104900615396e+09, cwndSecondDerivative: 3.5469959350489074e+08
Method 1: time: 1.001861586, rttSecondDerivative: 3.5483368163737507e+09, cwndSecondDerivative: 3.5470027649953985e+08
Method 1: time: 1.003572542, rttSecondDerivative: 3.5640647457726483e+09, cwndSecondDerivative: 3.547010440311501e+08
Method 1: time: 1.003591234, rttSecondDerivative: 3.5864047982634425e+09, cwndSecondDerivative: 3.5470180943407077e+08
Method 1: time: 1.0034315, rttSecondDerivative: 3.5984691670680313e+09, cwndSecondDerivative: 3.547024658136143e+08
Method 1: time: 1.002856849, rttSecondDerivative: 3.610255688782272e+09, cwndSecondDerivative: 3.547030160596131e+08
Method 1: time: 1.003797192, rttSecondDerivative: 3.635581993787329e+09, cwndSecondDerivative: 3.5470354451351154e+08
Method 1: time: 1.003715999, rttSecondDerivative: 3.6621288461461506e+09, cwndSecondDerivative: 3.5470401675944155e+08
Method 1: time: 1.003646152, rttSecondDerivative: 3.664934859806716e+09, cwndSecondDerivative: 3.547045493137192e+08
Method 1: time: 1.002717961, rttSecondDerivative: 3.681396914739116e+09, cwndSecondDerivative: 3.5470501199940354e+08
Method 1: time: 1.002047814, rttSecondDerivative: 3.6939536378134527e+09, cwndSecondDerivative: 3.5470565634636647e+08
Method 1: time: 1.004652679, rttSecondDerivative: 3.7103838629514546e+09, cwndSecondDerivative: 3.547064127683445e+08
Method 1: time: 1.007622737, rttSecondDerivative: 3.7249876060857463e+09, cwndSecondDerivative: 3.5470712211004865e+08
Method 1: time: 1.001681702, rttSecondDerivative: 3.7325937703754745e+09, cwndSecondDerivative: 3.547075983281865e+08
Method 1: time: 1.002473517, rttSecondDerivative: 3.7404766823823433e+09, cwndSecondDerivative: 3.547082709905829e+08
Method 1: time: 1.003662881, rttSecondDerivative: 3.7543343700730834e+09, cwndSecondDerivative: 3.547087121541449e+08
Method 1: time: 1.003729658, rttSecondDerivative: 3.774584949000007e+09, cwndSecondDerivative: 3.547091828256979e+08
Method 1: time: 1.00355762, rttSecondDerivative: 3.7933673010241594e+09, cwndSecondDerivative: 3.547097839660827e+08
Method 1: time: 1.005039996, rttSecondDerivative: 3.796271639920553e+09, cwndSecondDerivative: 3.5471034270505553e+08
Method 1: time: 1.001980721, rttSecondDerivative: 3.7992272955776e+09, cwndSecondDerivative: 3.5471081795043814e+08
Method 1: time: 1.003315633, rttSecondDerivative: 3.8072234832001443e+09, cwndSecondDerivative: 3.5471134989743507e+08
Method 1: time: 1.002802812, rttSecondDerivative: 3.822190481993893e+09, cwndSecondDerivative: 3.547117947186283e+08
Method 1: time: 1.003882796, rttSecondDerivative: 3.837621258917059e+09, cwndSecondDerivative: 3.5471229321242434e+08
Method 1: time: 1.002764031, rttSecondDerivative: 3.8486924250102754e+09, cwndSecondDerivative: 3.547127061980093e+08
Method 1: time: 1.007442048, rttSecondDerivative: 3.8761291131674433e+09, cwndSecondDerivative: 3.547131471008206e+08
Method 1: time: 1.00159693, rttSecondDerivative: 3.8949252180942564e+09, cwndSecondDerivative: 3.547135825406133e+08
