Method 1: time: 1.104576494, rttSecondDerivative: 374554.4, cwndSecondDerivative: 0
Method 1: time: 1.00364121, rttSecondDerivative: 9.762006207016488e+08, cwndSecondDerivative: 2.0423622022391763e+09
Method 1: time: 1.003569295, rttSecondDerivative: 9.817326490933458e+08, cwndSecondDerivative: 2.0605295249877572e+09
Method 1: time: 1.001570959, rttSecondDerivative: 9.915839618351651e+08, cwndSecondDerivative: 2.0768327365186086e+09
Method 1: time: 1.003333943, rttSecondDerivative: 1.0052601261280679e+09, cwndSecondDerivative: 2.0919076593355978e+09
Method 1: time: 1.002826072, rttSecondDerivative: 1.0273142440817167e+09, cwndSecondDerivative: 2.1090901633337684e+09
Method 1: time: 1.002974259, rttSecondDerivative: 1.0306896008216912e+09, cwndSecondDerivative: 2.1388577727940114e+09
Method 1: time: 1.004569215, rttSecondDerivative: 1.0397689443477575e+09, cwndSecondDerivative: 2.167495261174254e+09
Method 1: time: 1.002513312, rttSecondDerivative: 1.052495081818611e+09, cwndSecondDerivative: 2.196791537092984e+09
Method 1: time: 1.003048853, rttSecondDerivative: 1.0572355628582284e+09, cwndSecondDerivative: 2.214142081983859e+09
Method 1: time: 1.032120563, rttSecondDerivative: 1.0667825541812083e+09, cwndSecondDerivative: 2.2467016609843335e+09
Method 1: time: 1.001422529, rttSecondDerivative: 1.074061122881397e+09, cwndSecondDerivative: 2.2722752760074024e+09
Method 1: time: 1.004048673, rttSecondDerivative: 1.080899219808289e+09, cwndSecondDerivative: 2.302435477743527e+09
Method 1: time: 1.001968848, rttSecondDerivative: 1.0881046289355686e+09, cwndSecondDerivative: 2.321672091869943e+09
Method 1: time: 1.002278859, rttSecondDerivative: 1.0994023788695648e+09, cwndSecondDerivative: 2.3425044495018406e+09
Method 1: time: 1.018602778, rttSecondDerivative: 1.111443005027363e+09, cwndSecondDerivative: 2.3725159598209205e+09
Method 1: time: 1.002948895, rttSecondDerivative: 1.1202319764810216e+09, cwndSecondDerivative: 2.3926391265201488e+09
Method 1: time: 1.002243941, rttSecondDerivative: 1.127643226054339e+09, cwndSecondDerivative: 2.4088590534803042e+09
Method 1: time: 1.005240172, rttSecondDerivative: 1.1388963159965897e+09, cwndSecondDerivative: 2.4289896009587774e+09
Method 1: time: 1.003212359, rttSecondDerivative: 1.1496413717202597e+09, cwndSecondDerivative: 2.457356517216534e+09
Method 1: time: 1.031993938, rttSecondDerivative: 1.1555600507541437e+09, cwndSecondDerivative: 2.487315754014726e+09
Method 1: time: 1.015201657, rttSecondDerivative: 1.1561672212882879e+09, cwndSecondDerivative: 2.509520807096014e+09
Method 1: time: 1.003188775, rttSecondDerivative: 1.1584879594769392e+09, cwndSecondDerivative: 2.545938882133559e+09
Method 1: time: 1.002894851, rttSecondDerivative: 1.1764844989620407e+09, cwndSecondDerivative: 2.5724348473153267e+09
Method 1: time: 1.002261847, rttSecondDerivative: 1.1900793197229164e+09, cwndSecondDerivative: 2.6155592842372127e+09
Method 1: time: 1.002941966, rttSecondDerivative: 1.1973795269372935e+09, cwndSecondDerivative: 2.6305091281038065e+09
Method 1: time: 1.003149354, rttSecondDerivative: 1.2171622895535374e+09, cwndSecondDerivative: 2.652973038453848e+09
Method 1: time: 1.003202554, rttSecondDerivative: 1.2367594461015294e+09, cwndSecondDerivative: 2.6677072172799773e+09
Method 1: time: 1.009687502, rttSecondDerivative: 1.2503226616014879e+09, cwndSecondDerivative: 2.6950460651433997e+09
Method 1: time: 1.017612273, rttSecondDerivative: 1.262340418117067e+09, cwndSecondDerivative: 2.7165890828197927e+09
Method 1: time: 1.003126998, rttSecondDerivative: 1.2915567059606154e+09, cwndSecondDerivative: 2.735803149574378e+09
Method 1: time: 1.003276249, rttSecondDerivative: 1.3031123516542344e+09, cwndSecondDerivative: 2.7535079637305737e+09
Method 1: time: 1.003217699, rttSecondDerivative: 1.3167526978376548e+09, cwndSecondDerivative: 2.774467338500336e+09
Method 1: time: 1.001264364, rttSecondDerivative: 1.3196974995178325e+09, cwndSecondDerivative: 2.812013424237887e+09
Method 1: time: 1.002995876, rttSecondDerivative: 1.335815679260118e+09, cwndSecondDerivative: 2.8487351783552146e+09
Method 1: time: 1.005086666, rttSecondDerivative: 1.3426187740494146e+09, cwndSecondDerivative: 2.8806544211677446e+09
Method 1: time: 1.001870901, rttSecondDerivative: 1.3619709054485831e+09, cwndSecondDerivative: 2.902791501379302e+09
Method 1: time: 1.003364552, rttSecondDerivative: 1.3768546509227905e+09, cwndSecondDerivative: 2.9210512423564415e+09
Method 1: time: 1.016072313, rttSecondDerivative: 1.3863101655415528e+09, cwndSecondDerivative: 2.973301184940227e+09
Method 1: time: 1.000964766, rttSecondDerivative: 1.3882262835236583e+09, cwndSecondDerivative: 2.992632310710678e+09
Method 1: time: 1.005925367, rttSecondDerivative: 1.3989948082526844e+09, cwndSecondDerivative: 3.0113904064656367e+09
Method 1: time: 1.006096258, rttSecondDerivative: 1.417586054719362e+09, cwndSecondDerivative: 3.062304843290838e+09
Method 1: time: 1.00797993, rttSecondDerivative: 1.4345931074146185e+09, cwndSecondDerivative: 3.0865899760691767e+09
Method 1: time: 1.00314517, rttSecondDerivative: 1.4494825717733564e+09, cwndSecondDerivative: 3.108077981957991e+09
Method 1: time: 1.0028724470000001, rttSecondDerivative: 1.4679720593677118e+09, cwndSecondDerivative: 3.1251819090998254e+09
Method 1: time: 1.003673888, rttSecondDerivative: 1.485394778534587e+09, cwndSecondDerivative: 3.145975193853763e+09
Method 1: time: 1.002534943, rttSecondDerivative: 1.5006828169018264e+09, cwndSecondDerivative: 3.1647107274802566e+09
Method 1: time: 1.001025459, rttSecondDerivative: 1.5097340263661113e+09, cwndSecondDerivative: 3.213530664354212e+09
Method 1: time: 1.004884872, rttSecondDerivative: 1.5189784008662977e+09, cwndSecondDerivative: 3.245225634131097e+09
Method 1: time: 1.004496798, rttSecondDerivative: 1.5289564910623372e+09, cwndSecondDerivative: 3.2764463336530743e+09
Method 1: time: 1.002131305, rttSecondDerivative: 1.5385033752377384e+09, cwndSecondDerivative: 3.3014285491120253e+09
Method 1: time: 1.00731075, rttSecondDerivative: 1.5443227080266845e+09, cwndSecondDerivative: 3.3335583350050015e+09
Method 1: time: 1.01064061, rttSecondDerivative: 1.5508961197692196e+09, cwndSecondDerivative: 3.357834457595989e+09
Method 1: time: 1.012336784, rttSecondDerivative: 1.5720872585880728e+09, cwndSecondDerivative: 3.390942533755067e+09
Method 1: time: 1.005251681, rttSecondDerivative: 1.577361702582233e+09, cwndSecondDerivative: 3.4275841826575227e+09
Method 1: time: 1.001802809, rttSecondDerivative: 1.6080339103158832e+09, cwndSecondDerivative: 3.460618341950036e+09
Method 1: time: 1.003698206, rttSecondDerivative: 1.6240453514179468e+09, cwndSecondDerivative: 3.4800996954755306e+09
Method 1: time: 1.003037164, rttSecondDerivative: 1.638992336975546e+09, cwndSecondDerivative: 3.5011148349514427e+09
Method 1: time: 1.003260237, rttSecondDerivative: 1.6501754502966297e+09, cwndSecondDerivative: 3.5377958882152805e+09
Method 1: time: 1.002796794, rttSecondDerivative: 1.6604156438436432e+09, cwndSecondDerivative: 3.5599147581409235e+09
Method 1: time: 1.003664885, rttSecondDerivative: 1.6820659642419817e+09, cwndSecondDerivative: 3.577424954075546e+09
Method 1: time: 1.00314582, rttSecondDerivative: 1.6917356970165613e+09, cwndSecondDerivative: 3.5985170002083917e+09
Method 1: time: 1.00292394, rttSecondDerivative: 1.7008916914338133e+09, cwndSecondDerivative: 3.6207156385653706e+09
Method 1: time: 1.004132708, rttSecondDerivative: 1.705064435458754e+09, cwndSecondDerivative: 3.653472718166073e+09
Method 1: time: 1.003660483, rttSecondDerivative: 1.7389060886121492e+09, cwndSecondDerivative: 3.6722617939115534e+09
Method 1: time: 1.003487381, rttSecondDerivative: 1.7496466898836641e+09, cwndSecondDerivative: 3.7067010761703496e+09
Method 1: time: 1.006461458, rttSecondDerivative: 1.7532119441957426e+09, cwndSecondDerivative: 3.7423303042822104e+09
Method 1: time: 1.003675032, rttSecondDerivative: 1.7581913519327388e+09, cwndSecondDerivative: 3.7586141492323217e+09
Method 1: time: 1.00529464, rttSecondDerivative: 1.7739089375761342e+09, cwndSecondDerivative: 3.7750438009226246e+09
Method 1: time: 1.011196611, rttSecondDerivative: 1.7810457374829953e+09, cwndSecondDerivative: 3.8144084776392884e+09
Method 1: time: 1.063723649, rttSecondDerivative: 1.78170172875366e+09, cwndSecondDerivative: 3.8414824486750603e+09
Method 1: time: 1.06187009, rttSecondDerivative: 1.78573229998538e+09, cwndSecondDerivative: 3.8601299075234957e+09
