Method 1: time: 1.000359225, rttSecondDerivative: 331999.1733333336, cwndSecondDerivative: 0
Method 1: time: 1.002535731, rttSecondDerivative: 1.4478040638281003e+07, cwndSecondDerivative: 0
Method 1: time: 1.002827416, rttSecondDerivative: 1.4650108836014114e+07, cwndSecondDerivative: 0
Method 1: time: 1.002975136, rttSecondDerivative: 1.4916300938051164e+07, cwndSecondDerivative: 0
Method 1: time: 1.002837444, rttSecondDerivative: 1.5409718083494196e+07, cwndSecondDerivative: 0
Method 1: time: 1.00085791, rttSecondDerivative: 1.5579916997999026e+07, cwndSecondDerivative: 0
Method 1: time: 1.002247955, rttSecondDerivative: 1.5890018305287434e+07, cwndSecondDerivative: 0
Method 1: time: 1.007629073, rttSecondDerivative: 1.6210911677453846e+07, cwndSecondDerivative: 0
Method 1: time: 1.002425176, rttSecondDerivative: 1.6457382088370819e+07, cwndSecondDerivative: 0
Method 1: time: 1.004054264, rttSecondDerivative: 1.6800322600998115e+07, cwndSecondDerivative: 0
Method 1: time: 1.002488843, rttSecondDerivative: 1.711901327620806e+07, cwndSecondDerivative: 0
Method 1: time: 1.003545536, rttSecondDerivative: 1.732971693475539e+07, cwndSecondDerivative: 0
Method 1: time: 1.003299874, rttSecondDerivative: 1.7613537491279494e+07, cwndSecondDerivative: 0
Method 1: time: 1.002429481, rttSecondDerivative: 1.783769161672113e+07, cwndSecondDerivative: 0
Method 1: time: 1.002964194, rttSecondDerivative: 1.8138085495253935e+07, cwndSecondDerivative: 0
Method 1: time: 1.00450167, rttSecondDerivative: 1.852063048767664e+07, cwndSecondDerivative: 0
Method 1: time: 1.00294245, rttSecondDerivative: 1.8714565904432982e+07, cwndSecondDerivative: 0
Method 1: time: 1.002950196, rttSecondDerivative: 1.9013713590549268e+07, cwndSecondDerivative: 0
Method 1: time: 1.002900755, rttSecondDerivative: 1.935003465289612e+07, cwndSecondDerivative: 0
Method 1: time: 1.003143224, rttSecondDerivative: 1.979474526662058e+07, cwndSecondDerivative: 0
Method 1: time: 1.003922899, rttSecondDerivative: 2.0121412898604054e+07, cwndSecondDerivative: 0
Method 1: time: 1.002409127, rttSecondDerivative: 2.0330725398188494e+07, cwndSecondDerivative: 0
Method 1: time: 1.004023259, rttSecondDerivative: 2.0690996567008972e+07, cwndSecondDerivative: 0
Method 1: time: 1.003615236, rttSecondDerivative: 2.1075697436338287e+07, cwndSecondDerivative: 0
Method 1: time: 1.002522697, rttSecondDerivative: 2.1242490159697138e+07, cwndSecondDerivative: 0
Method 1: time: 1.003087658, rttSecondDerivative: 2.161372509905017e+07, cwndSecondDerivative: 0
Method 1: time: 1.002618863, rttSecondDerivative: 2.185351443327072e+07, cwndSecondDerivative: 0
Method 1: time: 1.004293463, rttSecondDerivative: 2.211882396584088e+07, cwndSecondDerivative: 0
Method 1: time: 1.005153748, rttSecondDerivative: 2.2387482406882215e+07, cwndSecondDerivative: 0
Method 1: time: 1.004924187, rttSecondDerivative: 2.2663873349005204e+07, cwndSecondDerivative: 0
Method 1: time: 1.001525896, rttSecondDerivative: 2.2954608225773554e+07, cwndSecondDerivative: 0
Method 1: time: 1.001179284, rttSecondDerivative: 2.3190814457555927e+07, cwndSecondDerivative: 0
Method 1: time: 1.002894179, rttSecondDerivative: 2.3707282552090943e+07, cwndSecondDerivative: 0
Method 1: time: 1.003755075, rttSecondDerivative: 2.3944663226147022e+07, cwndSecondDerivative: 0
Method 1: time: 1.003334684, rttSecondDerivative: 2.4180307143912084e+07, cwndSecondDerivative: 0
Method 1: time: 1.003967549, rttSecondDerivative: 2.4393080679838337e+07, cwndSecondDerivative: 0
Method 1: time: 1.003653387, rttSecondDerivative: 2.4737479751016337e+07, cwndSecondDerivative: 0
Method 1: time: 1.002661257, rttSecondDerivative: 2.4961333271172494e+07, cwndSecondDerivative: 0
Method 1: time: 1.003546851, rttSecondDerivative: 2.536393572568315e+07, cwndSecondDerivative: 0
Method 1: time: 1.00363836, rttSecondDerivative: 2.5657221471504115e+07, cwndSecondDerivative: 0
Method 1: time: 1.003300948, rttSecondDerivative: 2.5917267641012985e+07, cwndSecondDerivative: 0
Method 1: time: 1.001213092, rttSecondDerivative: 2.6227515305488348e+07, cwndSecondDerivative: 0
Method 1: time: 1.001251204, rttSecondDerivative: 2.6628287970376037e+07, cwndSecondDerivative: 0
Method 1: time: 1.000736335, rttSecondDerivative: 2.693276098158637e+07, cwndSecondDerivative: 0
Method 1: time: 1.003341028, rttSecondDerivative: 2.7299047828393407e+07, cwndSecondDerivative: 0
Method 1: time: 1.001364141, rttSecondDerivative: 2.7481818159919374e+07, cwndSecondDerivative: 0
Method 1: time: 1.011936413, rttSecondDerivative: 2.7804475741406567e+07, cwndSecondDerivative: 0
Method 1: time: 1.002807229, rttSecondDerivative: 2.807615658047944e+07, cwndSecondDerivative: 0
Method 1: time: 1.004991375, rttSecondDerivative: 2.8431438948611118e+07, cwndSecondDerivative: 0
Method 1: time: 1.001269712, rttSecondDerivative: 2.895373827676113e+07, cwndSecondDerivative: 0
Method 1: time: 1.003687492, rttSecondDerivative: 2.9199899335105527e+07, cwndSecondDerivative: 0
Method 1: time: 1.003662764, rttSecondDerivative: 2.9844155918626104e+07, cwndSecondDerivative: 0
Method 1: time: 1.004302834, rttSecondDerivative: 3.0540569928429544e+07, cwndSecondDerivative: 0
Method 1: time: 1.003533154, rttSecondDerivative: 3.0987563091256704e+07, cwndSecondDerivative: 0
Method 1: time: 1.001276613, rttSecondDerivative: 3.1345754053321984e+07, cwndSecondDerivative: 0
Method 1: time: 1.004291658, rttSecondDerivative: 3.1620129513419148e+07, cwndSecondDerivative: 0
Method 1: time: 1.004550819, rttSecondDerivative: 3.1883340640449338e+07, cwndSecondDerivative: 0
Method 1: time: 1.001321371, rttSecondDerivative: 3.227149637245126e+07, cwndSecondDerivative: 0
Method 1: time: 1.005368378, rttSecondDerivative: 3.2421811207559206e+07, cwndSecondDerivative: 0
Method 1: time: 1.002565172, rttSecondDerivative: 3.2762188889024705e+07, cwndSecondDerivative: 0
Method 1: time: 1.003561277, rttSecondDerivative: 3.316021121885708e+07, cwndSecondDerivative: 0
Method 1: time: 1.004281307, rttSecondDerivative: 3.345856214543124e+07, cwndSecondDerivative: 0
Method 1: time: 1.003119925, rttSecondDerivative: 3.376196589877213e+07, cwndSecondDerivative: 0
Method 1: time: 1.003123773, rttSecondDerivative: 3.401095426080536e+07, cwndSecondDerivative: 0
Method 1: time: 1.005645217, rttSecondDerivative: 3.4149504203333914e+07, cwndSecondDerivative: 0
Method 1: time: 1.003602964, rttSecondDerivative: 3.431792630968823e+07, cwndSecondDerivative: 0
Method 1: time: 1.002867901, rttSecondDerivative: 3.4672614061917655e+07, cwndSecondDerivative: 0
Method 1: time: 1.004219245, rttSecondDerivative: 3.4835206956306234e+07, cwndSecondDerivative: 0
Method 1: time: 1.002842125, rttSecondDerivative: 3.516743386697104e+07, cwndSecondDerivative: 0
Method 1: time: 1.003414072, rttSecondDerivative: 3.544936370995135e+07, cwndSecondDerivative: 0
Method 1: time: 1.003576474, rttSecondDerivative: 3.5679329171733186e+07, cwndSecondDerivative: 0
Method 1: time: 1.002100716, rttSecondDerivative: 3.591635289947358e+07, cwndSecondDerivative: 0
Method 1: time: 1.005427033, rttSecondDerivative: 3.629523986646214e+07, cwndSecondDerivative: 0
Method 1: time: 1.004950636, rttSecondDerivative: 3.664612497959279e+07, cwndSecondDerivative: 0
Method 1: time: 1.002579191, rttSecondDerivative: 3.676549061462375e+07, cwndSecondDerivative: 0
Method 1: time: 1.003452275, rttSecondDerivative: 3.697998682348502e+07, cwndSecondDerivative: 0
Method 1: time: 1.003866942, rttSecondDerivative: 3.7346067124905035e+07, cwndSecondDerivative: 0
Method 1: time: 1.003144918, rttSecondDerivative: 3.780152960839386e+07, cwndSecondDerivative: 0
Method 1: time: 1.002164191, rttSecondDerivative: 3.809109305314083e+07, cwndSecondDerivative: 0
Method 1: time: 1.002400804, rttSecondDerivative: 3.8310069754130825e+07, cwndSecondDerivative: 0
Method 1: time: 1.004363911, rttSecondDerivative: 3.879815599729059e+07, cwndSecondDerivative: 0
Method 1: time: 1.00346504, rttSecondDerivative: 3.897273360210625e+07, cwndSecondDerivative: 0
Method 1: time: 1.006076213, rttSecondDerivative: 3.925477882978187e+07, cwndSecondDerivative: 0
Method 1: time: 1.001618786, rttSecondDerivative: 3.9705784939704634e+07, cwndSecondDerivative: 0
Method 1: time: 1.004193202, rttSecondDerivative: 3.994234405740217e+07, cwndSecondDerivative: 0
Method 1: time: 1.003390534, rttSecondDerivative: 4.017102473154169e+07, cwndSecondDerivative: 0
Method 1: time: 1.002461408, rttSecondDerivative: 4.0531429506237976e+07, cwndSecondDerivative: 0
Method 1: time: 1.004139658, rttSecondDerivative: 4.0804842795430094e+07, cwndSecondDerivative: 0
Method 1: time: 1.002381705, rttSecondDerivative: 4.118945953175549e+07, cwndSecondDerivative: 0
Method 1: time: 1.003981854, rttSecondDerivative: 4.146119501590318e+07, cwndSecondDerivative: 0
Method 1: time: 1.003795026, rttSecondDerivative: 4.15900410688921e+07, cwndSecondDerivative: 0
Method 1: time: 1.00410583, rttSecondDerivative: 4.212594559735397e+07, cwndSecondDerivative: 0
Method 1: time: 1.002288292, rttSecondDerivative: 4.236596643034558e+07, cwndSecondDerivative: 0
Method 1: time: 1.004405351, rttSecondDerivative: 4.2626643724342234e+07, cwndSecondDerivative: 0
Method 1: time: 1.003539812, rttSecondDerivative: 4.285692391401113e+07, cwndSecondDerivative: 0
Method 1: time: 1.002653994, rttSecondDerivative: 4.320204449308426e+07, cwndSecondDerivative: 0
Method 1: time: 1.004631193, rttSecondDerivative: 4.3404836633623905e+07, cwndSecondDerivative: 0
Method 1: time: 1.00244654, rttSecondDerivative: 4.382369004305129e+07, cwndSecondDerivative: 0
Method 1: time: 1.003122869, rttSecondDerivative: 4.414581094668458e+07, cwndSecondDerivative: 0
Method 1: time: 1.003888566, rttSecondDerivative: 4.4348830357898705e+07, cwndSecondDerivative: 0
Method 1: time: 1.004275723, rttSecondDerivative: 4.465254329974053e+07, cwndSecondDerivative: 0
Method 1: time: 1.003250998, rttSecondDerivative: 4.495308614811374e+07, cwndSecondDerivative: 0
Method 1: time: 1.003940792, rttSecondDerivative: 4.525806678319073e+07, cwndSecondDerivative: 0
Method 1: time: 1.007661667, rttSecondDerivative: 4.550982033546679e+07, cwndSecondDerivative: 0
Method 1: time: 1.00354754, rttSecondDerivative: 4.56351623714075e+07, cwndSecondDerivative: 0
Method 1: time: 1.021421566, rttSecondDerivative: 4.595373074802027e+07, cwndSecondDerivative: 0
Method 1: time: 1.004035391, rttSecondDerivative: 4.627666213213228e+07, cwndSecondDerivative: 0
Method 1: time: 1.009235613, rttSecondDerivative: 4.648817068784002e+07, cwndSecondDerivative: 0
Method 1: time: 1.02123949, rttSecondDerivative: 4.677148361449673e+07, cwndSecondDerivative: 0
Method 1: time: 1.006056939, rttSecondDerivative: 4.684379041590514e+07, cwndSecondDerivative: 0
Method 1: time: 1.003536107, rttSecondDerivative: 4.7024387063424766e+07, cwndSecondDerivative: 0
Method 1: time: 1.004964144, rttSecondDerivative: 4.7349226045570746e+07, cwndSecondDerivative: 0
Method 1: time: 1.002151519, rttSecondDerivative: 4.763359628757744e+07, cwndSecondDerivative: 0
Method 1: time: 1.002293991, rttSecondDerivative: 4.803702220767931e+07, cwndSecondDerivative: 0
Method 1: time: 1.006744935, rttSecondDerivative: 4.8165647676698e+07, cwndSecondDerivative: 0
Method 1: time: 1.002630071, rttSecondDerivative: 4.8366907818594836e+07, cwndSecondDerivative: 0
Method 1: time: 1.002077931, rttSecondDerivative: 4.863912413867341e+07, cwndSecondDerivative: 0
Method 1: time: 1.003521907, rttSecondDerivative: 4.8899791544408165e+07, cwndSecondDerivative: 0
Method 1: time: 1.005963513, rttSecondDerivative: 4.9208621854938574e+07, cwndSecondDerivative: 0
Method 1: time: 1.00466716, rttSecondDerivative: 4.943881555492019e+07, cwndSecondDerivative: 0
Method 1: time: 1.002694911, rttSecondDerivative: 4.972342601682906e+07, cwndSecondDerivative: 0
Method 1: time: 1.004359237, rttSecondDerivative: 4.998989895643297e+07, cwndSecondDerivative: 0
Method 1: time: 1.003794942, rttSecondDerivative: 5.027011354292436e+07, cwndSecondDerivative: 0
Method 1: time: 1.003518735, rttSecondDerivative: 5.0437691541134484e+07, cwndSecondDerivative: 0
Method 1: time: 1.005846695, rttSecondDerivative: 5.058582417419898e+07, cwndSecondDerivative: 0
Method 1: time: 1.001318298, rttSecondDerivative: 5.0866451899185166e+07, cwndSecondDerivative: 0
Method 1: time: 1.001977221, rttSecondDerivative: 5.114739830874582e+07, cwndSecondDerivative: 0
Method 1: time: 1.001848766, rttSecondDerivative: 5.143561053216093e+07, cwndSecondDerivative: 0
Method 1: time: 1.006633928, rttSecondDerivative: 5.1706477219117366e+07, cwndSecondDerivative: 0
Method 1: time: 1.006001756, rttSecondDerivative: 5.198459627679423e+07, cwndSecondDerivative: 0
Method 1: time: 1.001957109, rttSecondDerivative: 5.2421506753467485e+07, cwndSecondDerivative: 0
Method 1: time: 1.002378455, rttSecondDerivative: 5.264620566750873e+07, cwndSecondDerivative: 0
Method 1: time: 1.003879253, rttSecondDerivative: 5.294574686225813e+07, cwndSecondDerivative: 0
Method 1: time: 1.002853909, rttSecondDerivative: 5.329557256947057e+07, cwndSecondDerivative: 0
Method 1: time: 1.00668635, rttSecondDerivative: 5.349649355762261e+07, cwndSecondDerivative: 0
Method 1: time: 1.00226359, rttSecondDerivative: 5.382807014079981e+07, cwndSecondDerivative: 0
Method 1: time: 1.003523344, rttSecondDerivative: 5.422018337806171e+07, cwndSecondDerivative: 0
Method 1: time: 1.001708075, rttSecondDerivative: 5.446303527466082e+07, cwndSecondDerivative: 0
Method 1: time: 1.002313626, rttSecondDerivative: 5.465947367451302e+07, cwndSecondDerivative: 0
Method 1: time: 1.003959956, rttSecondDerivative: 5.48210206275048e+07, cwndSecondDerivative: 0
Method 1: time: 1.002061608, rttSecondDerivative: 5.509556905872044e+07, cwndSecondDerivative: 0
Method 1: time: 1.007472211, rttSecondDerivative: 5.5467415312974885e+07, cwndSecondDerivative: 0
Method 1: time: 1.004300092, rttSecondDerivative: 5.5964755883919716e+07, cwndSecondDerivative: 0
Method 1: time: 1.004878923, rttSecondDerivative: 5.6276206646299236e+07, cwndSecondDerivative: 0
Method 1: time: 1.003260195, rttSecondDerivative: 5.6817323912156336e+07, cwndSecondDerivative: 0
Method 1: time: 1.002303172, rttSecondDerivative: 5.722593338297518e+07, cwndSecondDerivative: 0
Method 1: time: 1.004236264, rttSecondDerivative: 5.750553007373772e+07, cwndSecondDerivative: 0
Method 1: time: 1.003780911, rttSecondDerivative: 5.780870584418765e+07, cwndSecondDerivative: 0
Method 1: time: 1.003626943, rttSecondDerivative: 5.814560755947238e+07, cwndSecondDerivative: 0
Method 1: time: 1.006678388, rttSecondDerivative: 5.8485611246346384e+07, cwndSecondDerivative: 0
Method 1: time: 1.002527802, rttSecondDerivative: 5.876090992457361e+07, cwndSecondDerivative: 0
Method 1: time: 1.002849386, rttSecondDerivative: 5.9104547897447065e+07, cwndSecondDerivative: 0
Method 1: time: 1.002007221, rttSecondDerivative: 5.9486064562054284e+07, cwndSecondDerivative: 0
Method 1: time: 1.003802614, rttSecondDerivative: 5.98516260437009e+07, cwndSecondDerivative: 0
Method 1: time: 1.003758866, rttSecondDerivative: 6.010788331855378e+07, cwndSecondDerivative: 0
Method 1: time: 1.002934261, rttSecondDerivative: 6.0390608148841225e+07, cwndSecondDerivative: 0
Method 1: time: 1.003162815, rttSecondDerivative: 6.066281139106903e+07, cwndSecondDerivative: 0
Method 1: time: 1.003843749, rttSecondDerivative: 6.092940851026062e+07, cwndSecondDerivative: 0
Method 1: time: 1.005131494, rttSecondDerivative: 6.1129514302608326e+07, cwndSecondDerivative: 0
Method 1: time: 1.003535597, rttSecondDerivative: 6.138089473992968e+07, cwndSecondDerivative: 0
Method 1: time: 1.003270308, rttSecondDerivative: 6.168312159383991e+07, cwndSecondDerivative: 0
Method 1: time: 1.005843756, rttSecondDerivative: 6.192904049329891e+07, cwndSecondDerivative: 0
Method 1: time: 1.003999696, rttSecondDerivative: 6.225287185790834e+07, cwndSecondDerivative: 0
Method 1: time: 1.000947268, rttSecondDerivative: 6.260394350811892e+07, cwndSecondDerivative: 0
Method 1: time: 1.003470713, rttSecondDerivative: 6.282441511841853e+07, cwndSecondDerivative: 0
Method 1: time: 1.002850645, rttSecondDerivative: 6.309340852512949e+07, cwndSecondDerivative: 0
Method 1: time: 1.003167964, rttSecondDerivative: 6.338816241772017e+07, cwndSecondDerivative: 0
Method 1: time: 1.003431358, rttSecondDerivative: 6.365830184885252e+07, cwndSecondDerivative: 0
Method 1: time: 1.003877917, rttSecondDerivative: 6.396362983903122e+07, cwndSecondDerivative: 0
Method 1: time: 1.002984541, rttSecondDerivative: 6.434624300635014e+07, cwndSecondDerivative: 0
Method 1: time: 1.004136069, rttSecondDerivative: 6.470528091288288e+07, cwndSecondDerivative: 0
Method 1: time: 1.003152148, rttSecondDerivative: 6.489862764258112e+07, cwndSecondDerivative: 0
Method 1: time: 1.004910141, rttSecondDerivative: 6.519064264679616e+07, cwndSecondDerivative: 0
Method 1: time: 1.005404558, rttSecondDerivative: 6.5532857064434886e+07, cwndSecondDerivative: 0
Method 1: time: 1.00598271, rttSecondDerivative: 6.58321349960305e+07, cwndSecondDerivative: 0
Method 1: time: 1.003886847, rttSecondDerivative: 6.6237893527088955e+07, cwndSecondDerivative: 0
Method 1: time: 1.002436676, rttSecondDerivative: 6.6573435599716745e+07, cwndSecondDerivative: 0
Method 1: time: 1.003922731, rttSecondDerivative: 6.6836814928563245e+07, cwndSecondDerivative: 0
Method 1: time: 1.003855069, rttSecondDerivative: 6.709015178564334e+07, cwndSecondDerivative: 0
Method 1: time: 1.002299689, rttSecondDerivative: 6.740914965138195e+07, cwndSecondDerivative: 0
Method 1: time: 1.004643221, rttSecondDerivative: 6.768104197022893e+07, cwndSecondDerivative: 0
Method 1: time: 1.003763144, rttSecondDerivative: 6.786639031805407e+07, cwndSecondDerivative: 0
Method 1: time: 1.00395155, rttSecondDerivative: 6.805035121264218e+07, cwndSecondDerivative: 0
Method 1: time: 1.005194701, rttSecondDerivative: 6.8633127594195e+07, cwndSecondDerivative: 0
Method 1: time: 1.005399883, rttSecondDerivative: 6.90824375373477e+07, cwndSecondDerivative: 0
Method 1: time: 1.003139362, rttSecondDerivative: 6.953034194108297e+07, cwndSecondDerivative: 0
Method 1: time: 1.005419249, rttSecondDerivative: 6.973313642017362e+07, cwndSecondDerivative: 0
Method 1: time: 1.001437033, rttSecondDerivative: 6.997006316398765e+07, cwndSecondDerivative: 0
Method 1: time: 1.003408236, rttSecondDerivative: 7.024951667338867e+07, cwndSecondDerivative: 0
Method 1: time: 1.004448291, rttSecondDerivative: 7.049450651322888e+07, cwndSecondDerivative: 0
Method 1: time: 1.002718832, rttSecondDerivative: 7.074998821853848e+07, cwndSecondDerivative: 0
Method 1: time: 1.005900134, rttSecondDerivative: 7.107344905589566e+07, cwndSecondDerivative: 0
Method 1: time: 1.003724048, rttSecondDerivative: 7.138856390799554e+07, cwndSecondDerivative: 0
Method 1: time: 1.005539885, rttSecondDerivative: 7.161389249831508e+07, cwndSecondDerivative: 0
Method 1: time: 1.001992065, rttSecondDerivative: 7.190902656571746e+07, cwndSecondDerivative: 0
Method 1: time: 1.005733591, rttSecondDerivative: 7.231551101263317e+07, cwndSecondDerivative: 0
Method 1: time: 1.003393251, rttSecondDerivative: 7.267343477394943e+07, cwndSecondDerivative: 0
Method 1: time: 1.008032436, rttSecondDerivative: 7.300849835710068e+07, cwndSecondDerivative: 0
Method 1: time: 1.006449636, rttSecondDerivative: 7.331999393441907e+07, cwndSecondDerivative: 0
Method 1: time: 1.00206079, rttSecondDerivative: 7.363176637167975e+07, cwndSecondDerivative: 0
Method 1: time: 1.001892066, rttSecondDerivative: 7.385677446109281e+07, cwndSecondDerivative: 0
Method 1: time: 1.001296966, rttSecondDerivative: 7.40928531044446e+07, cwndSecondDerivative: 0
Method 1: time: 1.005027125, rttSecondDerivative: 7.430093282078744e+07, cwndSecondDerivative: 0
Method 1: time: 1.003484389, rttSecondDerivative: 7.459414135831422e+07, cwndSecondDerivative: 0
Method 1: time: 1.003309097, rttSecondDerivative: 7.475916307987876e+07, cwndSecondDerivative: 0
Method 1: time: 1.003011004, rttSecondDerivative: 7.514369513975123e+07, cwndSecondDerivative: 0
Method 1: time: 1.003980775, rttSecondDerivative: 7.552155285346107e+07, cwndSecondDerivative: 0
Method 1: time: 1.004810315, rttSecondDerivative: 7.582265946226685e+07, cwndSecondDerivative: 0
Method 1: time: 1.003293895, rttSecondDerivative: 7.604893244108246e+07, cwndSecondDerivative: 0
Method 1: time: 1.00259157, rttSecondDerivative: 7.622222342811252e+07, cwndSecondDerivative: 0
Method 1: time: 1.004306341, rttSecondDerivative: 7.654351497771896e+07, cwndSecondDerivative: 0
Method 1: time: 1.005985474, rttSecondDerivative: 7.700837868277569e+07, cwndSecondDerivative: 0
Method 1: time: 1.002910422, rttSecondDerivative: 7.747539014645544e+07, cwndSecondDerivative: 0
Method 1: time: 1.003550591, rttSecondDerivative: 7.771896940739393e+07, cwndSecondDerivative: 0
Method 1: time: 1.003517633, rttSecondDerivative: 7.806665066755696e+07, cwndSecondDerivative: 0
