Realtime bandwidth: upload: 1731 Bytes/s; download: 1199 Bytes/s
Realtime bandwidth: upload: 23849 Bytes/s; download: 911 Bytes/s
Realtime bandwidth: upload: 23678 Bytes/s; download: 913 Bytes/s
Realtime bandwidth: upload: 24428 Bytes/s; download: 909 Bytes/s
Realtime bandwidth: upload: 24081 Bytes/s; download: 938 Bytes/s
Realtime bandwidth: upload: 24165 Bytes/s; download: 912 Bytes/s
Realtime bandwidth: upload: 23701 Bytes/s; download: 909 Bytes/s
Realtime bandwidth: upload: 22720 Bytes/s; download: 914 Bytes/s
Realtime bandwidth: upload: 24663 Bytes/s; download: 941 Bytes/s
Realtime bandwidth: upload: 24039 Bytes/s; download: 941 Bytes/s
Realtime bandwidth: upload: 33970 Bytes/s; download: 909 Bytes/s
Realtime bandwidth: upload: 81552 Bytes/s; download: 918 Bytes/s
Realtime bandwidth: upload: 143857 Bytes/s; download: 973 Bytes/s
Realtime bandwidth: upload: 192953 Bytes/s; download: 1093 Bytes/s
Realtime bandwidth: upload: 128250 Bytes/s; download: 924 Bytes/s
Realtime bandwidth: upload: 66036 Bytes/s; download: 944 Bytes/s
Realtime bandwidth: upload: 78960 Bytes/s; download: 923 Bytes/s
Realtime bandwidth: upload: 25422 Bytes/s; download: 976 Bytes/s
Realtime bandwidth: upload: 24405 Bytes/s; download: 885 Bytes/s
Realtime bandwidth: upload: 24604 Bytes/s; download: 914 Bytes/s
Realtime bandwidth: upload: 18827 Bytes/s; download: 913 Bytes/s
Realtime bandwidth: upload: 19845 Bytes/s; download: 908 Bytes/s
Realtime bandwidth: upload: 22990 Bytes/s; download: 941 Bytes/s
Realtime bandwidth: upload: 18984 Bytes/s; download: 884 Bytes/s
Realtime bandwidth: upload: 23214 Bytes/s; download: 937 Bytes/s
Realtime bandwidth: upload: 24290 Bytes/s; download: 887 Bytes/s
Realtime bandwidth: upload: 23336 Bytes/s; download: 939 Bytes/s
Realtime bandwidth: upload: 28585 Bytes/s; download: 881 Bytes/s
Realtime bandwidth: upload: 25708 Bytes/s; download: 1073 Bytes/s
Realtime bandwidth: upload: 24134 Bytes/s; download: 941 Bytes/s
Realtime bandwidth: upload: 25499 Bytes/s; download: 914 Bytes/s
Realtime bandwidth: upload: 22638 Bytes/s; download: 902 Bytes/s
Realtime bandwidth: upload: 26663 Bytes/s; download: 913 Bytes/s
Realtime bandwidth: upload: 22125 Bytes/s; download: 877 Bytes/s
Realtime bandwidth: upload: 17687 Bytes/s; download: 944 Bytes/s
Realtime bandwidth: upload: 25128 Bytes/s; download: 913 Bytes/s
Realtime bandwidth: upload: 23107 Bytes/s; download: 914 Bytes/s
Realtime bandwidth: upload: 25423 Bytes/s; download: 939 Bytes/s
Realtime bandwidth: upload: 28202 Bytes/s; download: 914 Bytes/s
Realtime bandwidth: upload: 25626 Bytes/s; download: 935 Bytes/s
Realtime bandwidth: upload: 23538 Bytes/s; download: 912 Bytes/s
Realtime bandwidth: upload: 24870 Bytes/s; download: 945 Bytes/s
Realtime bandwidth: upload: 25610 Bytes/s; download: 908 Bytes/s
Realtime bandwidth: upload: 24365 Bytes/s; download: 913 Bytes/s
Realtime bandwidth: upload: 23591 Bytes/s; download: 911 Bytes/s
Realtime bandwidth: upload: 24216 Bytes/s; download: 911 Bytes/s
Realtime bandwidth: upload: 30428 Bytes/s; download: 942 Bytes/s
Realtime bandwidth: upload: 54433 Bytes/s; download: 886 Bytes/s
Realtime bandwidth: upload: 36672 Bytes/s; download: 914 Bytes/s
Realtime bandwidth: upload: 40510 Bytes/s; download: 851 Bytes/s
Realtime bandwidth: upload: 58744 Bytes/s; download: 925 Bytes/s
Realtime bandwidth: upload: 60797 Bytes/s; download: 950 Bytes/s
Realtime bandwidth: upload: 34568 Bytes/s; download: 886 Bytes/s
Realtime bandwidth: upload: 55436 Bytes/s; download: 913 Bytes/s
Realtime bandwidth: upload: 54719 Bytes/s; download: 971 Bytes/s
Realtime bandwidth: upload: 51668 Bytes/s; download: 919 Bytes/s
Realtime bandwidth: upload: 37694 Bytes/s; download: 939 Bytes/s
Realtime bandwidth: upload: 39279 Bytes/s; download: 918 Bytes/s
Realtime bandwidth: upload: 44394 Bytes/s; download: 882 Bytes/s
Realtime bandwidth: upload: 67467 Bytes/s; download: 920 Bytes/s
Realtime bandwidth: upload: 70594 Bytes/s; download: 925 Bytes/s
Realtime bandwidth: upload: 45404 Bytes/s; download: 942 Bytes/s
Realtime bandwidth: upload: 38067 Bytes/s; download: 912 Bytes/s
Realtime bandwidth: upload: 50247 Bytes/s; download: 935 Bytes/s
Realtime bandwidth: upload: 48235 Bytes/s; download: 948 Bytes/s
Realtime bandwidth: upload: 83838 Bytes/s; download: 985 Bytes/s
Realtime bandwidth: upload: 53565 Bytes/s; download: 1032 Bytes/s
Realtime bandwidth: upload: 55038 Bytes/s; download: 879 Bytes/s
Realtime bandwidth: upload: 74236 Bytes/s; download: 949 Bytes/s
Realtime bandwidth: upload: 93866 Bytes/s; download: 984 Bytes/s
Realtime bandwidth: upload: 85446 Bytes/s; download: 891 Bytes/s
Realtime bandwidth: upload: 76930 Bytes/s; download: 952 Bytes/s
Realtime bandwidth: upload: 25604 Bytes/s; download: 918 Bytes/s
Realtime bandwidth: upload: 25352 Bytes/s; download: 910 Bytes/s
Realtime bandwidth: upload: 23990 Bytes/s; download: 908 Bytes/s
Realtime bandwidth: upload: 27282 Bytes/s; download: 936 Bytes/s
Realtime bandwidth: upload: 28564 Bytes/s; download: 1004 Bytes/s
Realtime bandwidth: upload: 23346 Bytes/s; download: 941 Bytes/s
Realtime bandwidth: upload: 23003 Bytes/s; download: 974 Bytes/s
Realtime bandwidth: upload: 24927 Bytes/s; download: 1004 Bytes/s
Realtime bandwidth: upload: 24563 Bytes/s; download: 973 Bytes/s
Realtime bandwidth: upload: 26041 Bytes/s; download: 942 Bytes/s
Realtime bandwidth: upload: 27853 Bytes/s; download: 976 Bytes/s
Realtime bandwidth: upload: 24938 Bytes/s; download: 1034 Bytes/s
Realtime bandwidth: upload: 27484 Bytes/s; download: 975 Bytes/s
Realtime bandwidth: upload: 25420 Bytes/s; download: 976 Bytes/s
Realtime bandwidth: upload: 24605 Bytes/s; download: 973 Bytes/s
Realtime bandwidth: upload: 21760 Bytes/s; download: 993 Bytes/s
Realtime bandwidth: upload: 20961 Bytes/s; download: 970 Bytes/s
Realtime bandwidth: upload: 22170 Bytes/s; download: 971 Bytes/s
Realtime bandwidth: upload: 27573 Bytes/s; download: 995 Bytes/s
Realtime bandwidth: upload: 25269 Bytes/s; download: 976 Bytes/s
Realtime bandwidth: upload: 22355 Bytes/s; download: 1006 Bytes/s
Realtime bandwidth: upload: 22837 Bytes/s; download: 1003 Bytes/s
Realtime bandwidth: upload: 24851 Bytes/s; download: 974 Bytes/s
Realtime bandwidth: upload: 24113 Bytes/s; download: 974 Bytes/s
Realtime bandwidth: upload: 22496 Bytes/s; download: 978 Bytes/s
Realtime bandwidth: upload: 26514 Bytes/s; download: 978 Bytes/s
Realtime bandwidth: upload: 24729 Bytes/s; download: 979 Bytes/s
Realtime bandwidth: upload: 24105 Bytes/s; download: 974 Bytes/s
Realtime bandwidth: upload: 22984 Bytes/s; download: 1015 Bytes/s
Realtime bandwidth: upload: 32296 Bytes/s; download: 1008 Bytes/s
Realtime bandwidth: upload: 91461 Bytes/s; download: 989 Bytes/s
Realtime bandwidth: upload: 96481 Bytes/s; download: 995 Bytes/s
Realtime bandwidth: upload: 90817 Bytes/s; download: 957 Bytes/s
Realtime bandwidth: upload: 73342 Bytes/s; download: 1027 Bytes/s
Realtime bandwidth: upload: 122334 Bytes/s; download: 986 Bytes/s
Realtime bandwidth: upload: 103630 Bytes/s; download: 985 Bytes/s
Realtime bandwidth: upload: 58194 Bytes/s; download: 1019 Bytes/s
Realtime bandwidth: upload: 43780 Bytes/s; download: 950 Bytes/s
Realtime bandwidth: upload: 51807 Bytes/s; download: 1040 Bytes/s
Realtime bandwidth: upload: 38400 Bytes/s; download: 977 Bytes/s
Realtime bandwidth: upload: 46945 Bytes/s; download: 948 Bytes/s
Realtime bandwidth: upload: 57437 Bytes/s; download: 1048 Bytes/s
Realtime bandwidth: upload: 88416 Bytes/s; download: 986 Bytes/s
Realtime bandwidth: upload: 106799 Bytes/s; download: 1054 Bytes/s
Realtime bandwidth: upload: 107648 Bytes/s; download: 998 Bytes/s
Realtime bandwidth: upload: 108997 Bytes/s; download: 1036 Bytes/s
Realtime bandwidth: upload: 73433 Bytes/s; download: 1016 Bytes/s
Realtime bandwidth: upload: 66912 Bytes/s; download: 989 Bytes/s
Realtime bandwidth: upload: 44890 Bytes/s; download: 1041 Bytes/s
Realtime bandwidth: upload: 32864 Bytes/s; download: 1016 Bytes/s
Realtime bandwidth: upload: 51688 Bytes/s; download: 950 Bytes/s
Realtime bandwidth: upload: 64862 Bytes/s; download: 985 Bytes/s
Realtime bandwidth: upload: 75025 Bytes/s; download: 1017 Bytes/s
Realtime bandwidth: upload: 95690 Bytes/s; download: 1030 Bytes/s
Realtime bandwidth: upload: 76209 Bytes/s; download: 1026 Bytes/s
Realtime bandwidth: upload: 107266 Bytes/s; download: 987 Bytes/s
Realtime bandwidth: upload: 78638 Bytes/s; download: 1018 Bytes/s
Realtime bandwidth: upload: 78379 Bytes/s; download: 988 Bytes/s
Realtime bandwidth: upload: 46580 Bytes/s; download: 1008 Bytes/s
Realtime bandwidth: upload: 61635 Bytes/s; download: 1015 Bytes/s
Realtime bandwidth: upload: 87607 Bytes/s; download: 1054 Bytes/s
Realtime bandwidth: upload: 97158 Bytes/s; download: 1051 Bytes/s
Realtime bandwidth: upload: 45982 Bytes/s; download: 987 Bytes/s
Realtime bandwidth: upload: 41490 Bytes/s; download: 983 Bytes/s
Realtime bandwidth: upload: 56576 Bytes/s; download: 982 Bytes/s
Realtime bandwidth: upload: 61167 Bytes/s; download: 988 Bytes/s
Realtime bandwidth: upload: 64640 Bytes/s; download: 983 Bytes/s
Realtime bandwidth: upload: 108041 Bytes/s; download: 990 Bytes/s
Realtime bandwidth: upload: 129152 Bytes/s; download: 1020 Bytes/s
Realtime bandwidth: upload: 98996 Bytes/s; download: 1026 Bytes/s
Realtime bandwidth: upload: 73997 Bytes/s; download: 985 Bytes/s
Realtime bandwidth: upload: 81260 Bytes/s; download: 1063 Bytes/s
Realtime bandwidth: upload: 112638 Bytes/s; download: 993 Bytes/s
Realtime bandwidth: upload: 119993 Bytes/s; download: 988 Bytes/s
Realtime bandwidth: upload: 125845 Bytes/s; download: 1057 Bytes/s
Realtime bandwidth: upload: 121428 Bytes/s; download: 988 Bytes/s
Realtime bandwidth: upload: 122225 Bytes/s; download: 1014 Bytes/s
Realtime bandwidth: upload: 82148 Bytes/s; download: 984 Bytes/s
Realtime bandwidth: upload: 155757 Bytes/s; download: 988 Bytes/s
Realtime bandwidth: upload: 146710 Bytes/s; download: 988 Bytes/s
Realtime bandwidth: upload: 90605 Bytes/s; download: 1026 Bytes/s
Realtime bandwidth: upload: 41803 Bytes/s; download: 1016 Bytes/s
Realtime bandwidth: upload: 30878 Bytes/s; download: 970 Bytes/s
Realtime bandwidth: upload: 25843 Bytes/s; download: 1009 Bytes/s
Realtime bandwidth: upload: 28747 Bytes/s; download: 979 Bytes/s
Realtime bandwidth: upload: 23959 Bytes/s; download: 980 Bytes/s
Realtime bandwidth: upload: 24604 Bytes/s; download: 976 Bytes/s
Realtime bandwidth: upload: 32679 Bytes/s; download: 1011 Bytes/s
Realtime bandwidth: upload: 21463 Bytes/s; download: 946 Bytes/s
Realtime bandwidth: upload: 16607 Bytes/s; download: 985 Bytes/s
Realtime bandwidth: upload: 25079 Bytes/s; download: 979 Bytes/s
Realtime bandwidth: upload: 24957 Bytes/s; download: 981 Bytes/s
Realtime bandwidth: upload: 23059 Bytes/s; download: 979 Bytes/s
Realtime bandwidth: upload: 23898 Bytes/s; download: 980 Bytes/s
Realtime bandwidth: upload: 22678 Bytes/s; download: 951 Bytes/s
Realtime bandwidth: upload: 24286 Bytes/s; download: 1040 Bytes/s
Realtime bandwidth: upload: 18862 Bytes/s; download: 953 Bytes/s
Realtime bandwidth: upload: 27616 Bytes/s; download: 975 Bytes/s
Realtime bandwidth: upload: 24030 Bytes/s; download: 982 Bytes/s
Realtime bandwidth: upload: 21837 Bytes/s; download: 978 Bytes/s
Realtime bandwidth: upload: 33413 Bytes/s; download: 971 Bytes/s
Realtime bandwidth: upload: 27155 Bytes/s; download: 978 Bytes/s
Realtime bandwidth: upload: 27072 Bytes/s; download: 981 Bytes/s
Realtime bandwidth: upload: 24455 Bytes/s; download: 978 Bytes/s
Realtime bandwidth: upload: 24814 Bytes/s; download: 980 Bytes/s
Realtime bandwidth: upload: 24585 Bytes/s; download: 979 Bytes/s
Realtime bandwidth: upload: 21393 Bytes/s; download: 945 Bytes/s
Realtime bandwidth: upload: 23798 Bytes/s; download: 1012 Bytes/s
Realtime bandwidth: upload: 25294 Bytes/s; download: 1007 Bytes/s
Realtime bandwidth: upload: 24617 Bytes/s; download: 978 Bytes/s
Realtime bandwidth: upload: 25578 Bytes/s; download: 980 Bytes/s
Realtime bandwidth: upload: 22042 Bytes/s; download: 977 Bytes/s
Realtime bandwidth: upload: 21994 Bytes/s; download: 981 Bytes/s
Realtime bandwidth: upload: 28848 Bytes/s; download: 1009 Bytes/s
Realtime bandwidth: upload: 31981 Bytes/s; download: 949 Bytes/s
Realtime bandwidth: upload: 47596 Bytes/s; download: 1010 Bytes/s
Realtime bandwidth: upload: 42418 Bytes/s; download: 953 Bytes/s
Realtime bandwidth: upload: 100384 Bytes/s; download: 1016 Bytes/s
Realtime bandwidth: upload: 105976 Bytes/s; download: 1044 Bytes/s
Realtime bandwidth: upload: 83091 Bytes/s; download: 1011 Bytes/s
Realtime bandwidth: upload: 70204 Bytes/s; download: 950 Bytes/s
Realtime bandwidth: upload: 76308 Bytes/s; download: 1023 Bytes/s
Realtime bandwidth: upload: 34122 Bytes/s; download: 980 Bytes/s
Realtime bandwidth: upload: 42420 Bytes/s; download: 982 Bytes/s
Realtime bandwidth: upload: 100543 Bytes/s; download: 982 Bytes/s
Realtime bandwidth: upload: 72567 Bytes/s; download: 1020 Bytes/s
Realtime bandwidth: upload: 47436 Bytes/s; download: 986 Bytes/s
Realtime bandwidth: upload: 49807 Bytes/s; download: 1044 Bytes/s
Realtime bandwidth: upload: 54615 Bytes/s; download: 986 Bytes/s
Realtime bandwidth: upload: 39595 Bytes/s; download: 982 Bytes/s
Realtime bandwidth: upload: 40254 Bytes/s; download: 1012 Bytes/s
Realtime bandwidth: upload: 50652 Bytes/s; download: 980 Bytes/s
Realtime bandwidth: upload: 74259 Bytes/s; download: 983 Bytes/s
Realtime bandwidth: upload: 82283 Bytes/s; download: 1052 Bytes/s
Realtime bandwidth: upload: 120924 Bytes/s; download: 990 Bytes/s
Realtime bandwidth: upload: 155651 Bytes/s; download: 1026 Bytes/s
Realtime bandwidth: upload: 143505 Bytes/s; download: 983 Bytes/s
Realtime bandwidth: upload: 117585 Bytes/s; download: 1046 Bytes/s
Realtime bandwidth: upload: 104500 Bytes/s; download: 975 Bytes/s
Realtime bandwidth: upload: 164253 Bytes/s; download: 1041 Bytes/s
Realtime bandwidth: upload: 100439 Bytes/s; download: 990 Bytes/s
Realtime bandwidth: upload: 81272 Bytes/s; download: 1020 Bytes/s
Realtime bandwidth: upload: 73248 Bytes/s; download: 1015 Bytes/s
Realtime bandwidth: upload: 95168 Bytes/s; download: 984 Bytes/s
Realtime bandwidth: upload: 136763 Bytes/s; download: 1017 Bytes/s
Realtime bandwidth: upload: 94988 Bytes/s; download: 1022 Bytes/s
Realtime bandwidth: upload: 72955 Bytes/s; download: 1025 Bytes/s
Realtime bandwidth: upload: 44984 Bytes/s; download: 982 Bytes/s
Realtime bandwidth: upload: 76497 Bytes/s; download: 1015 Bytes/s
Realtime bandwidth: upload: 89984 Bytes/s; download: 1056 Bytes/s
Realtime bandwidth: upload: 97288 Bytes/s; download: 987 Bytes/s
Realtime bandwidth: upload: 66606 Bytes/s; download: 994 Bytes/s
Realtime bandwidth: upload: 98765 Bytes/s; download: 984 Bytes/s
Realtime bandwidth: upload: 73496 Bytes/s; download: 965 Bytes/s
Realtime bandwidth: upload: 92746 Bytes/s; download: 1109 Bytes/s
Realtime bandwidth: upload: 60051 Bytes/s; download: 994 Bytes/s
Realtime bandwidth: upload: 55240 Bytes/s; download: 981 Bytes/s
Realtime bandwidth: upload: 64261 Bytes/s; download: 1022 Bytes/s
Realtime bandwidth: upload: 82867 Bytes/s; download: 992 Bytes/s
Realtime bandwidth: upload: 51853 Bytes/s; download: 949 Bytes/s
Realtime bandwidth: upload: 63895 Bytes/s; download: 986 Bytes/s
Realtime bandwidth: upload: 77035 Bytes/s; download: 949 Bytes/s
Realtime bandwidth: upload: 146258 Bytes/s; download: 1013 Bytes/s
Realtime bandwidth: upload: 147849 Bytes/s; download: 1051 Bytes/s
Realtime bandwidth: upload: 147217 Bytes/s; download: 1056 Bytes/s
Realtime bandwidth: upload: 92924 Bytes/s; download: 1022 Bytes/s
Realtime bandwidth: upload: 78416 Bytes/s; download: 1017 Bytes/s
Realtime bandwidth: upload: 81281 Bytes/s; download: 1049 Bytes/s
Realtime bandwidth: upload: 91577 Bytes/s; download: 988 Bytes/s
Realtime bandwidth: upload: 106112 Bytes/s; download: 1029 Bytes/s
Realtime bandwidth: upload: 108391 Bytes/s; download: 1021 Bytes/s
Realtime bandwidth: upload: 98453 Bytes/s; download: 1025 Bytes/s
Realtime bandwidth: upload: 70199 Bytes/s; download: 1009 Bytes/s
Realtime bandwidth: upload: 65242 Bytes/s; download: 1022 Bytes/s
Realtime bandwidth: upload: 62071 Bytes/s; download: 988 Bytes/s
Realtime bandwidth: upload: 80166 Bytes/s; download: 1019 Bytes/s
Realtime bandwidth: upload: 49547 Bytes/s; download: 955 Bytes/s
Realtime bandwidth: upload: 34580 Bytes/s; download: 976 Bytes/s
Realtime bandwidth: upload: 34516 Bytes/s; download: 982 Bytes/s
Realtime bandwidth: upload: 47809 Bytes/s; download: 947 Bytes/s
Realtime bandwidth: upload: 48567 Bytes/s; download: 1017 Bytes/s
Realtime bandwidth: upload: 40517 Bytes/s; download: 976 Bytes/s
Realtime bandwidth: upload: 36261 Bytes/s; download: 983 Bytes/s
Realtime bandwidth: upload: 64894 Bytes/s; download: 1040 Bytes/s
Realtime bandwidth: upload: 110327 Bytes/s; download: 958 Bytes/s
Realtime bandwidth: upload: 165466 Bytes/s; download: 1060 Bytes/s
Realtime bandwidth: upload: 140328 Bytes/s; download: 1054 Bytes/s
Realtime bandwidth: upload: 66932 Bytes/s; download: 1026 Bytes/s
Realtime bandwidth: upload: 71925 Bytes/s; download: 1042 Bytes/s
Realtime bandwidth: upload: 140547 Bytes/s; download: 1024 Bytes/s
Realtime bandwidth: upload: 69709 Bytes/s; download: 991 Bytes/s
Realtime bandwidth: upload: 58665 Bytes/s; download: 984 Bytes/s
Realtime bandwidth: upload: 87897 Bytes/s; download: 992 Bytes/s
Realtime bandwidth: upload: 80578 Bytes/s; download: 1047 Bytes/s
Realtime bandwidth: upload: 98053 Bytes/s; download: 1024 Bytes/s
Realtime bandwidth: upload: 118420 Bytes/s; download: 979 Bytes/s
Realtime bandwidth: upload: 77769 Bytes/s; download: 1025 Bytes/s
Realtime bandwidth: upload: 59954 Bytes/s; download: 949 Bytes/s
Realtime bandwidth: upload: 85629 Bytes/s; download: 993 Bytes/s
Realtime bandwidth: upload: 144904 Bytes/s; download: 1085 Bytes/s
Realtime bandwidth: upload: 59064 Bytes/s; download: 982 Bytes/s
Realtime bandwidth: upload: 61671 Bytes/s; download: 979 Bytes/s
Realtime bandwidth: upload: 110747 Bytes/s; download: 955 Bytes/s
Realtime bandwidth: upload: 95229 Bytes/s; download: 997 Bytes/s
Realtime bandwidth: upload: 163575 Bytes/s; download: 1076 Bytes/s
Realtime bandwidth: upload: 155574 Bytes/s; download: 1022 Bytes/s
Realtime bandwidth: upload: 121822 Bytes/s; download: 991 Bytes/s
Realtime bandwidth: upload: 124226 Bytes/s; download: 995 Bytes/s
Realtime bandwidth: upload: 125479 Bytes/s; download: 1026 Bytes/s
Realtime bandwidth: upload: 132857 Bytes/s; download: 1041 Bytes/s
Realtime bandwidth: upload: 112780 Bytes/s; download: 1056 Bytes/s
Realtime bandwidth: upload: 157251 Bytes/s; download: 1066 Bytes/s
Realtime bandwidth: upload: 177630 Bytes/s; download: 1021 Bytes/s
Realtime bandwidth: upload: 121805 Bytes/s; download: 1047 Bytes/s
Realtime bandwidth: upload: 56063 Bytes/s; download: 1016 Bytes/s
Realtime bandwidth: upload: 147013 Bytes/s; download: 1042 Bytes/s
Realtime bandwidth: upload: 115778 Bytes/s; download: 1051 Bytes/s
Realtime bandwidth: upload: 94363 Bytes/s; download: 993 Bytes/s
Realtime bandwidth: upload: 160511 Bytes/s; download: 1017 Bytes/s
Realtime bandwidth: upload: 219343 Bytes/s; download: 1269 Bytes/s
Realtime bandwidth: upload: 101056 Bytes/s; download: 956 Bytes/s
Realtime bandwidth: upload: 103874 Bytes/s; download: 1024 Bytes/s
Realtime bandwidth: upload: 115558 Bytes/s; download: 1020 Bytes/s
Realtime bandwidth: upload: 107272 Bytes/s; download: 1026 Bytes/s
Realtime bandwidth: upload: 100344 Bytes/s; download: 964 Bytes/s
Realtime bandwidth: upload: 87970 Bytes/s; download: 1022 Bytes/s
Realtime bandwidth: upload: 86652 Bytes/s; download: 993 Bytes/s
Realtime bandwidth: upload: 69736 Bytes/s; download: 1022 Bytes/s
Realtime bandwidth: upload: 108587 Bytes/s; download: 989 Bytes/s
Realtime bandwidth: upload: 42204 Bytes/s; download: 1012 Bytes/s
Realtime bandwidth: upload: 28712 Bytes/s; download: 953 Bytes/s
Realtime bandwidth: upload: 74120 Bytes/s; download: 1000 Bytes/s
Realtime bandwidth: upload: 52409 Bytes/s; download: 1014 Bytes/s
Realtime bandwidth: upload: 48021 Bytes/s; download: 952 Bytes/s
Realtime bandwidth: upload: 185126 Bytes/s; download: 1049 Bytes/s
Realtime bandwidth: upload: 193564 Bytes/s; download: 1163 Bytes/s
Realtime bandwidth: upload: 197771 Bytes/s; download: 1041 Bytes/s
Realtime bandwidth: upload: 205565 Bytes/s; download: 1143 Bytes/s
Realtime bandwidth: upload: 156822 Bytes/s; download: 985 Bytes/s
Realtime bandwidth: upload: 155269 Bytes/s; download: 1057 Bytes/s
Realtime bandwidth: upload: 171634 Bytes/s; download: 953 Bytes/s
Realtime bandwidth: upload: 188450 Bytes/s; download: 1064 Bytes/s
Realtime bandwidth: upload: 192011 Bytes/s; download: 1139 Bytes/s
Realtime bandwidth: upload: 105325 Bytes/s; download: 1022 Bytes/s
Realtime bandwidth: upload: 144371 Bytes/s; download: 1010 Bytes/s
Realtime bandwidth: upload: 51714 Bytes/s; download: 949 Bytes/s
Realtime bandwidth: upload: 88543 Bytes/s; download: 890 Bytes/s
Realtime bandwidth: upload: 160 Bytes/s; download: 0 Bytes/s
Realtime bandwidth: upload: 64 Bytes/s; download: 0 Bytes/s
