Method 1: time: 1.197258817, rttSecondDerivative: 124440.89999999998, cwndSecondDerivative: 0
Method 1: time: 1.009354412, rttSecondDerivative: 7.148899760631518e+08, cwndSecondDerivative: 1.0431517255877241e+08
Method 1: time: 1.012224258, rttSecondDerivative: 7.490779759859568e+08, cwndSecondDerivative: 1.0431926323733927e+08
Method 1: time: 1.002684844, rttSecondDerivative: 7.751182498911941e+08, cwndSecondDerivative: 1.0432314747431341e+08
Method 1: time: 1.003958541, rttSecondDerivative: 7.96020559617955e+08, cwndSecondDerivative: 1.0432710424695817e+08
Method 1: time: 1.002591237, rttSecondDerivative: 8.224019215276545e+08, cwndSecondDerivative: 1.0433179907781409e+08
Method 1: time: 1.002965919, rttSecondDerivative: 8.463468084727819e+08, cwndSecondDerivative: 1.4990231644907105e+08
Method 1: time: 1.003095693, rttSecondDerivative: 8.729455352863934e+08, cwndSecondDerivative: 1.6638023136916533e+08
Method 1: time: 1.002542839, rttSecondDerivative: 9.0000843845579e+08, cwndSecondDerivative: 1.66393362919252e+08
Method 1: time: 1.003220314, rttSecondDerivative: 9.212842834131699e+08, cwndSecondDerivative: 1.6640262631854323e+08
Method 1: time: 1.002170543, rttSecondDerivative: 9.441361218909997e+08, cwndSecondDerivative: 1.6641237160721824e+08
Method 1: time: 1.003839053, rttSecondDerivative: 9.726413260369161e+08, cwndSecondDerivative: 1.6641923435942948e+08
Method 1: time: 1.003051451, rttSecondDerivative: 9.942373972021616e+08, cwndSecondDerivative: 1.6642565961248457e+08
Method 1: time: 1.002927578, rttSecondDerivative: 1.0200938214893531e+09, cwndSecondDerivative: 1.6643193868744186e+08
Method 1: time: 1.000913381, rttSecondDerivative: 1.0452317896957923e+09, cwndSecondDerivative: 1.6643778949860948e+08
Method 1: time: 1.004834183, rttSecondDerivative: 1.0629417529861016e+09, cwndSecondDerivative: 1.664434857124058e+08
Method 1: time: 1.003230709, rttSecondDerivative: 1.0898873477637064e+09, cwndSecondDerivative: 1.6644910001973325e+08
Method 1: time: 1.0039362, rttSecondDerivative: 1.1157628529470685e+09, cwndSecondDerivative: 1.6645446943306056e+08
Method 1: time: 1.003741514, rttSecondDerivative: 1.1309900444089084e+09, cwndSecondDerivative: 1.664597969562222e+08
Method 1: time: 1.002397539, rttSecondDerivative: 1.1501035238788023e+09, cwndSecondDerivative: 1.6646489610793707e+08
Method 1: time: 1.002666048, rttSecondDerivative: 1.1639606081651888e+09, cwndSecondDerivative: 1.6646986871824363e+08
Method 1: time: 1.002894412, rttSecondDerivative: 1.1911883677660637e+09, cwndSecondDerivative: 1.6647477637207118e+08
Method 1: time: 1.004484804, rttSecondDerivative: 1.2152136880003462e+09, cwndSecondDerivative: 1.6647967347813267e+08
Method 1: time: 1.001912128, rttSecondDerivative: 1.2423289472674444e+09, cwndSecondDerivative: 1.6648425856513545e+08
Method 1: time: 1.002862313, rttSecondDerivative: 1.271423336462492e+09, cwndSecondDerivative: 1.6648870926729238e+08
Method 1: time: 1.002918387, rttSecondDerivative: 1.292107914457109e+09, cwndSecondDerivative: 1.6649287919596756e+08
Method 1: time: 1.001986637, rttSecondDerivative: 1.3158878787339938e+09, cwndSecondDerivative: 1.664969838809684e+08
Method 1: time: 1.001043109, rttSecondDerivative: 1.327995356165426e+09, cwndSecondDerivative: 1.665009519296294e+08
Method 1: time: 1.005212264, rttSecondDerivative: 1.3474788960156574e+09, cwndSecondDerivative: 1.665048365798008e+08
Method 1: time: 1.003895887, rttSecondDerivative: 1.3730309241193023e+09, cwndSecondDerivative: 1.6650879933193234e+08
Method 1: time: 1.002241438, rttSecondDerivative: 1.4033735002696934e+09, cwndSecondDerivative: 1.6651263059202242e+08
Method 1: time: 1.003448461, rttSecondDerivative: 1.4279551541783962e+09, cwndSecondDerivative: 1.6651640111566198e+08
Method 1: time: 1.003429067, rttSecondDerivative: 1.4489431955437071e+09, cwndSecondDerivative: 1.665198813564469e+08
Method 1: time: 1.003481855, rttSecondDerivative: 1.4702898342157886e+09, cwndSecondDerivative: 1.665233551875144e+08
Method 1: time: 1.001636, rttSecondDerivative: 1.4942853015835161e+09, cwndSecondDerivative: 1.665266406508159e+08
Method 1: time: 1.002922598, rttSecondDerivative: 1.5193517319989655e+09, cwndSecondDerivative: 1.6652996200029954e+08
Method 1: time: 1.003188214, rttSecondDerivative: 1.5427053555433075e+09, cwndSecondDerivative: 1.665331621390165e+08
Method 1: time: 1.003830955, rttSecondDerivative: 1.5642193905614412e+09, cwndSecondDerivative: 1.6653626539960152e+08
Method 1: time: 1.004777614, rttSecondDerivative: 1.5860489282312016e+09, cwndSecondDerivative: 1.6653933002495039e+08
Method 1: time: 1.001268123, rttSecondDerivative: 1.6134227776055064e+09, cwndSecondDerivative: 1.6654228573758638e+08
Method 1: time: 1.0033356, rttSecondDerivative: 1.6348475296773586e+09, cwndSecondDerivative: 1.6654530938767874e+08
Method 1: time: 1.002000908, rttSecondDerivative: 1.6520072683970296e+09, cwndSecondDerivative: 1.6654854390603113e+08
Method 1: time: 1.004624754, rttSecondDerivative: 1.6751490525433729e+09, cwndSecondDerivative: 1.665513674355004e+08
Method 1: time: 1.003267402, rttSecondDerivative: 1.6945436439289606e+09, cwndSecondDerivative: 1.6655436398558402e+08
Method 1: time: 1.001683855, rttSecondDerivative: 1.716269377828121e+09, cwndSecondDerivative: 1.6655751801283386e+08
Method 1: time: 1.003638705, rttSecondDerivative: 1.7384806686433728e+09, cwndSecondDerivative: 1.6656079879135814e+08
Method 1: time: 1.002531291, rttSecondDerivative: 1.76012468320882e+09, cwndSecondDerivative: 1.6656332749931324e+08
Method 1: time: 1.004697766, rttSecondDerivative: 1.7891756960436516e+09, cwndSecondDerivative: 1.6656598740513968e+08
Method 1: time: 1.001946371, rttSecondDerivative: 1.8162797987920744e+09, cwndSecondDerivative: 1.6656873926451266e+08
Method 1: time: 1.003951979, rttSecondDerivative: 1.8335455787701507e+09, cwndSecondDerivative: 1.6657120482063967e+08
Method 1: time: 1.003479987, rttSecondDerivative: 1.8634101272877378e+09, cwndSecondDerivative: 1.6657352174554837e+08
Method 1: time: 1.004181163, rttSecondDerivative: 1.886219128505845e+09, cwndSecondDerivative: 1.665758159051373e+08
Method 1: time: 1.000889597, rttSecondDerivative: 1.9131608046911852e+09, cwndSecondDerivative: 1.6657820267470074e+08
Method 1: time: 1.004046146, rttSecondDerivative: 1.9341120042272956e+09, cwndSecondDerivative: 1.6658089941488135e+08
Method 1: time: 1.002837713, rttSecondDerivative: 1.9558404517879033e+09, cwndSecondDerivative: 1.665838075148504e+08
Method 1: time: 1.003359195, rttSecondDerivative: 1.973788665094213e+09, cwndSecondDerivative: 1.665858760386872e+08
Method 1: time: 1.001723708, rttSecondDerivative: 1.994721385049937e+09, cwndSecondDerivative: 1.665879030666097e+08
Method 1: time: 1.00438269, rttSecondDerivative: 2.0204742658077629e+09, cwndSecondDerivative: 1.665900041311954e+08
Method 1: time: 1.002367115, rttSecondDerivative: 2.0412779552102776e+09, cwndSecondDerivative: 1.6659199437977627e+08
Method 1: time: 1.004146606, rttSecondDerivative: 2.0691862555810463e+09, cwndSecondDerivative: 1.6659444844670397e+08
Method 1: time: 1.001916032, rttSecondDerivative: 2.091306005643637e+09, cwndSecondDerivative: 1.6659648979397798e+08
Method 1: time: 1.005144927, rttSecondDerivative: 2.107646033504411e+09, cwndSecondDerivative: 1.6659847805829808e+08
Method 1: time: 1.001789056, rttSecondDerivative: 2.1292206914924037e+09, cwndSecondDerivative: 1.66601018194174e+08
Method 1: time: 1.009226771, rttSecondDerivative: 2.1536607256171384e+09, cwndSecondDerivative: 1.6660357045119128e+08
Method 1: time: 1.002244453, rttSecondDerivative: 2.1689894241149178e+09, cwndSecondDerivative: 1.6660602501661816e+08
Method 1: time: 1.019709027, rttSecondDerivative: 2.193093483194417e+09, cwndSecondDerivative: 1.6660822695342347e+08
Method 1: time: 1.004271999, rttSecondDerivative: 2.2209691338766913e+09, cwndSecondDerivative: 1.6660975815723702e+08
Method 1: time: 1.003848434, rttSecondDerivative: 2.2532366111516204e+09, cwndSecondDerivative: 1.6661126349236718e+08
Method 1: time: 1.002641448, rttSecondDerivative: 2.2734234361238313e+09, cwndSecondDerivative: 1.6661274360947204e+08
Method 1: time: 1.002295062, rttSecondDerivative: 2.303852687808414e+09, cwndSecondDerivative: 1.6661420793761677e+08
Method 1: time: 1.003570633, rttSecondDerivative: 2.3220513701383e+09, cwndSecondDerivative: 1.66615699909988e+08
Method 1: time: 1.002685088, rttSecondDerivative: 2.344574879947403e+09, cwndSecondDerivative: 1.6661710693397057e+08
Method 1: time: 1.003481959, rttSecondDerivative: 2.369968479402064e+09, cwndSecondDerivative: 1.6661849953175634e+08
Method 1: time: 1.003686799, rttSecondDerivative: 2.398126720814434e+09, cwndSecondDerivative: 1.666199025511552e+08
Method 1: time: 1.003203364, rttSecondDerivative: 2.4188337591777844e+09, cwndSecondDerivative: 1.666212501296253e+08
Method 1: time: 1.003151763, rttSecondDerivative: 2.4402642079967537e+09, cwndSecondDerivative: 1.6662260018555343e+08
Method 1: time: 1.00307998, rttSecondDerivative: 2.458467801475218e+09, cwndSecondDerivative: 1.666239207084442e+08
Method 1: time: 1.003704415, rttSecondDerivative: 2.48596485231537e+09, cwndSecondDerivative: 1.6662522802816775e+08
Method 1: time: 1.00299899, rttSecondDerivative: 2.5049603518219147e+09, cwndSecondDerivative: 1.666265222735494e+08
Method 1: time: 1.004765539, rttSecondDerivative: 2.528662712717236e+09, cwndSecondDerivative: 1.66627788617365e+08
Method 1: time: 1.005265344, rttSecondDerivative: 2.5519946538181844e+09, cwndSecondDerivative: 1.6662902052278134e+08
Method 1: time: 1.011934452, rttSecondDerivative: 2.568976600626317e+09, cwndSecondDerivative: 1.6663023362366655e+08
Method 1: time: 1.003026664, rttSecondDerivative: 2.5908304172870326e+09, cwndSecondDerivative: 1.6663141406139484e+08
Method 1: time: 1.010643382, rttSecondDerivative: 2.6089868884233723e+09, cwndSecondDerivative: 1.6663259807349837e+08
Method 1: time: 1.007100378, rttSecondDerivative: 2.6326456113748918e+09, cwndSecondDerivative: 1.66633785100919e+08
Method 1: time: 1.022199939, rttSecondDerivative: 2.6525627906697736e+09, cwndSecondDerivative: 1.666349609519629e+08
Method 1: time: 1.003152732, rttSecondDerivative: 2.6838886032210083e+09, cwndSecondDerivative: 1.6663609211521482e+08
Method 1: time: 1.003211749, rttSecondDerivative: 2.706476055193481e+09, cwndSecondDerivative: 1.6663723317096376e+08
Method 1: time: 1.003016066, rttSecondDerivative: 2.731288510891306e+09, cwndSecondDerivative: 1.6663831805302334e+08
Method 1: time: 1.002288875, rttSecondDerivative: 2.7587225062639e+09, cwndSecondDerivative: 1.666393745591858e+08
Method 1: time: 1.004402081, rttSecondDerivative: 2.790237087280298e+09, cwndSecondDerivative: 1.6664043528788123e+08
Method 1: time: 1.001965843, rttSecondDerivative: 2.8127648124193754e+09, cwndSecondDerivative: 1.666415059939726e+08
Method 1: time: 1.002296881, rttSecondDerivative: 2.8353460621473756e+09, cwndSecondDerivative: 1.666425489439477e+08
Method 1: time: 1.004252973, rttSecondDerivative: 2.8599512842506876e+09, cwndSecondDerivative: 1.6664355283334807e+08
Method 1: time: 1.002879413, rttSecondDerivative: 2.885304681119156e+09, cwndSecondDerivative: 1.6664454895305768e+08
Method 1: time: 1.003467401, rttSecondDerivative: 2.9046606200847526e+09, cwndSecondDerivative: 1.666456377893966e+08
Method 1: time: 1.003238272, rttSecondDerivative: 2.9290596907200184e+09, cwndSecondDerivative: 1.6664706989814383e+08
Method 1: time: 1.003806881, rttSecondDerivative: 2.9531798674971085e+09, cwndSecondDerivative: 1.6664853583620209e+08
Method 1: time: 1.004566213, rttSecondDerivative: 2.9723421992394376e+09, cwndSecondDerivative: 1.6664990494405022e+08
Method 1: time: 1.002019642, rttSecondDerivative: 2.9996173044476113e+09, cwndSecondDerivative: 1.6665117655892628e+08
Method 1: time: 1.003694498, rttSecondDerivative: 3.023240364631459e+09, cwndSecondDerivative: 1.6665266017522195e+08
Method 1: time: 1.004079926, rttSecondDerivative: 3.041431067468276e+09, cwndSecondDerivative: 1.6665400219112563e+08
Method 1: time: 1.001272069, rttSecondDerivative: 3.0688723702428303e+09, cwndSecondDerivative: 1.6665506090642175e+08
Method 1: time: 1.00322322, rttSecondDerivative: 3.0796231838935304e+09, cwndSecondDerivative: 1.666559457126518e+08
Method 1: time: 1.005539245, rttSecondDerivative: 3.1004176517317314e+09, cwndSecondDerivative: 1.6665689397476542e+08
Method 1: time: 1.003561806, rttSecondDerivative: 3.1254170376834693e+09, cwndSecondDerivative: 1.6665775956379345e+08
Method 1: time: 1.002387025, rttSecondDerivative: 3.142957523970259e+09, cwndSecondDerivative: 1.666586674215729e+08
Method 1: time: 1.002936188, rttSecondDerivative: 3.1676598604410667e+09, cwndSecondDerivative: 1.666596059451439e+08
Method 1: time: 1.004108509, rttSecondDerivative: 3.181857651074614e+09, cwndSecondDerivative: 1.6666079547742423e+08
Method 1: time: 1.003728877, rttSecondDerivative: 3.196353639021616e+09, cwndSecondDerivative: 1.6666202792174026e+08
Method 1: time: 1.002285899, rttSecondDerivative: 3.199866002215334e+09, cwndSecondDerivative: 1.6666323217249826e+08
Method 1: time: 1.003337243, rttSecondDerivative: 3.2165295195084515e+09, cwndSecondDerivative: 1.6666440916119432e+08
Method 1: time: 1.00401264, rttSecondDerivative: 3.2237762658360877e+09, cwndSecondDerivative: 1.6666537168964103e+08
Method 1: time: 1.002676968, rttSecondDerivative: 3.2333449038343754e+09, cwndSecondDerivative: 1.6666627618780535e+08
Method 1: time: 1.002852482, rttSecondDerivative: 3.246840546202237e+09, cwndSecondDerivative: 1.6666703543534395e+08
Method 1: time: 1.002242506, rttSecondDerivative: 3.2608154212515435e+09, cwndSecondDerivative: 1.6666776842522457e+08
Method 1: time: 1.004197306, rttSecondDerivative: 3.2683109808204975e+09, cwndSecondDerivative: 1.6666854248966664e+08
Method 1: time: 1.002323223, rttSecondDerivative: 3.2688603221392865e+09, cwndSecondDerivative: 1.6666944193095472e+08
Method 1: time: 1.002712073, rttSecondDerivative: 3.2786861171490617e+09, cwndSecondDerivative: 1.6667034002481678e+08
Method 1: time: 1.004886598, rttSecondDerivative: 3.2877749609985175e+09, cwndSecondDerivative: 1.666713832974624e+08
Method 1: time: 1.001425486, rttSecondDerivative: 3.294242165170032e+09, cwndSecondDerivative: 1.6667225622310507e+08
Method 1: time: 1.003995127, rttSecondDerivative: 3.312506616517488e+09, cwndSecondDerivative: 1.6667326209184808e+08
Method 1: time: 1.003945239, rttSecondDerivative: 3.312859792335662e+09, cwndSecondDerivative: 1.6667411854595968e+08
Method 1: time: 1.002178389, rttSecondDerivative: 3.332623433271945e+09, cwndSecondDerivative: 1.6667495858249912e+08
Method 1: time: 1.000906299, rttSecondDerivative: 3.3431957903039813e+09, cwndSecondDerivative: 1.6667564674943098e+08
Method 1: time: 1.006516798, rttSecondDerivative: 3.3518409226199145e+09, cwndSecondDerivative: 1.6667639556914738e+08
Method 1: time: 1.005273069, rttSecondDerivative: 3.363552971106578e+09, cwndSecondDerivative: 1.666772417813967e+08
Method 1: time: 1.002217954, rttSecondDerivative: 3.3729596141066494e+09, cwndSecondDerivative: 1.6667810692553613e+08
Method 1: time: 1.000919641, rttSecondDerivative: 3.3731499009178977e+09, cwndSecondDerivative: 1.6667871565988976e+08
Method 1: time: 1.004691597, rttSecondDerivative: 3.3884796021904216e+09, cwndSecondDerivative: 1.666793211259998e+08
Method 1: time: 1.003321748, rttSecondDerivative: 3.4056136889749107e+09, cwndSecondDerivative: 1.6668002190605956e+08
Method 1: time: 1.002760409, rttSecondDerivative: 3.4113146169769487e+09, cwndSecondDerivative: 1.666807237625289e+08
Method 1: time: 1.003870238, rttSecondDerivative: 3.4181090799230337e+09, cwndSecondDerivative: 1.6668142647716022e+08
Method 1: time: 1.002866992, rttSecondDerivative: 3.43281185166763e+09, cwndSecondDerivative: 1.6668228307289243e+08
Method 1: time: 1.003286122, rttSecondDerivative: 3.444933251387246e+09, cwndSecondDerivative: 1.666831900419652e+08
Method 1: time: 1.003527104, rttSecondDerivative: 3.453126407813756e+09, cwndSecondDerivative: 1.666839713598596e+08
Method 1: time: 1.002989642, rttSecondDerivative: 3.4631794177331185e+09, cwndSecondDerivative: 1.666846851745277e+08
Method 1: time: 1.001815206, rttSecondDerivative: 3.4723368748946247e+09, cwndSecondDerivative: 1.666854597494648e+08
Method 1: time: 1.003924399, rttSecondDerivative: 3.4872565761629195e+09, cwndSecondDerivative: 1.66686262004552e+08
Method 1: time: 1.003437611, rttSecondDerivative: 3.498150000980527e+09, cwndSecondDerivative: 1.666870903734788e+08
Method 1: time: 1.001914891, rttSecondDerivative: 3.5095509724728837e+09, cwndSecondDerivative: 1.6668791119436884e+08
Method 1: time: 1.003869974, rttSecondDerivative: 3.513975594152378e+09, cwndSecondDerivative: 1.666887130217739e+08
Method 1: time: 1.003164832, rttSecondDerivative: 3.5273105716735654e+09, cwndSecondDerivative: 1.6668947948692843e+08
Method 1: time: 1.003909828, rttSecondDerivative: 3.530563047335867e+09, cwndSecondDerivative: 1.6669011992202547e+08
Method 1: time: 1.003730689, rttSecondDerivative: 3.5307418187805514e+09, cwndSecondDerivative: 1.6669095276102248e+08
Method 1: time: 1.003458337, rttSecondDerivative: 3.5339134068192906e+09, cwndSecondDerivative: 1.6669173916342163e+08
Method 1: time: 1.00290891, rttSecondDerivative: 3.546053797871077e+09, cwndSecondDerivative: 1.6669240922905183e+08
Method 1: time: 1.0037856, rttSecondDerivative: 3.5604355352145953e+09, cwndSecondDerivative: 1.6669288856251317e+08
Method 1: time: 1.002921393, rttSecondDerivative: 3.566322549422915e+09, cwndSecondDerivative: 1.666933291848418e+08
Method 1: time: 1.00380338, rttSecondDerivative: 3.571236220658273e+09, cwndSecondDerivative: 1.666937786729934e+08
Method 1: time: 1.003663981, rttSecondDerivative: 3.5786498607910876e+09, cwndSecondDerivative: 1.6669420085304472e+08
Method 1: time: 1.002132797, rttSecondDerivative: 3.5886623152529674e+09, cwndSecondDerivative: 1.6669462180526364e+08
Method 1: time: 1.002078245, rttSecondDerivative: 3.5982562029615993e+09, cwndSecondDerivative: 1.6669504654555708e+08
Method 1: time: 1.006381437, rttSecondDerivative: 3.603906434225323e+09, cwndSecondDerivative: 1.666954699312485e+08
Method 1: time: 1.002420276, rttSecondDerivative: 3.615357844921911e+09, cwndSecondDerivative: 1.6669587959045538e+08
Method 1: time: 1.002754486, rttSecondDerivative: 3.6277697216027975e+09, cwndSecondDerivative: 1.6669628073655537e+08
Method 1: time: 1.003038784, rttSecondDerivative: 3.6280200989357715e+09, cwndSecondDerivative: 1.6669668568939748e+08
Method 1: time: 1.003005157, rttSecondDerivative: 3.6347707281495967e+09, cwndSecondDerivative: 1.6669710152284133e+08
Method 1: time: 1.003431513, rttSecondDerivative: 3.646395362536408e+09, cwndSecondDerivative: 1.666974945029566e+08
Method 1: time: 1.004001418, rttSecondDerivative: 3.66360643582592e+09, cwndSecondDerivative: 1.666978911929385e+08
Method 1: time: 1.00250592, rttSecondDerivative: 3.6725529498905816e+09, cwndSecondDerivative: 1.6669828441924524e+08
Method 1: time: 1.003339677, rttSecondDerivative: 3.6854079569171395e+09, cwndSecondDerivative: 1.6669868352264354e+08
Method 1: time: 1.00348885, rttSecondDerivative: 3.6940013433824763e+09, cwndSecondDerivative: 1.6669906757360134e+08
Method 1: time: 1.003110286, rttSecondDerivative: 3.707171990933829e+09, cwndSecondDerivative: 1.6669945746820992e+08
Method 1: time: 1.00353935, rttSecondDerivative: 3.7108374641852565e+09, cwndSecondDerivative: 1.666998326398966e+08
Method 1: time: 1.002575931, rttSecondDerivative: 3.718099334227148e+09, cwndSecondDerivative: 1.6670021586717167e+08
Method 1: time: 1.003158486, rttSecondDerivative: 3.7254387147030263e+09, cwndSecondDerivative: 1.6670059132636905e+08
Method 1: time: 1.004027751, rttSecondDerivative: 3.7366809382674623e+09, cwndSecondDerivative: 1.667009569668802e+08
Method 1: time: 1.002802472, rttSecondDerivative: 3.7532203077829022e+09, cwndSecondDerivative: 1.6670131955870587e+08
Method 1: time: 1.002875451, rttSecondDerivative: 3.7601910057468295e+09, cwndSecondDerivative: 1.667016791423555e+08
Method 1: time: 1.004019542, rttSecondDerivative: 3.774216727800336e+09, cwndSecondDerivative: 1.6670203360024157e+08
Method 1: time: 1.003572608, rttSecondDerivative: 3.792666117042931e+09, cwndSecondDerivative: 1.6670238729369992e+08
Method 1: time: 1.003992875, rttSecondDerivative: 3.7931030719382005e+09, cwndSecondDerivative: 1.6670273596985394e+08
Method 1: time: 1.002758662, rttSecondDerivative: 3.8109473937756486e+09, cwndSecondDerivative: 1.6670308601607054e+08
Method 1: time: 1.005259583, rttSecondDerivative: 3.8185398094131036e+09, cwndSecondDerivative: 1.667034331988399e+08
Method 1: time: 1.006453571, rttSecondDerivative: 3.824895156898234e+09, cwndSecondDerivative: 1.6670377548752174e+08
Method 1: time: 1.001757601, rttSecondDerivative: 3.837481151073306e+09, cwndSecondDerivative: 1.6670412321255338e+08
Method 1: time: 1.002345302, rttSecondDerivative: 3.8463822717176805e+09, cwndSecondDerivative: 1.6670445994687888e+08
Method 1: time: 1.004617418, rttSecondDerivative: 3.86006484261432e+09, cwndSecondDerivative: 1.6670479398715052e+08
Method 1: time: 1.004228654, rttSecondDerivative: 3.8691774227654214e+09, cwndSecondDerivative: 1.6670513536587903e+08
Method 1: time: 1.001979039, rttSecondDerivative: 3.8729447821503515e+09, cwndSecondDerivative: 1.6670546998710406e+08
Method 1: time: 1.004237667, rttSecondDerivative: 3.8915618322297907e+09, cwndSecondDerivative: 1.6670583338853937e+08
Method 1: time: 1.002865993, rttSecondDerivative: 3.897666776951956e+09, cwndSecondDerivative: 1.6670617605605218e+08
Method 1: time: 1.003632055, rttSecondDerivative: 3.897697057023534e+09, cwndSecondDerivative: 1.6670666835852692e+08
Method 1: time: 1.002886003, rttSecondDerivative: 3.9047073835208564e+09, cwndSecondDerivative: 1.6670717189763594e+08
Method 1: time: 1.003788262, rttSecondDerivative: 3.912384020032689e+09, cwndSecondDerivative: 1.667075939917683e+08
Method 1: time: 1.002710733, rttSecondDerivative: 3.9261399936535363e+09, cwndSecondDerivative: 1.6670798560232392e+08
Method 1: time: 1.003816878, rttSecondDerivative: 3.9418556186755543e+09, cwndSecondDerivative: 1.6670838449272937e+08
Method 1: time: 1.006718531, rttSecondDerivative: 3.9627062004713387e+09, cwndSecondDerivative: 1.667087025835682e+08
Method 1: time: 1.004821477, rttSecondDerivative: 3.974564868318184e+09, cwndSecondDerivative: 1.6670902177554017e+08
Method 1: time: 1.008679585, rttSecondDerivative: 3.98109504172883e+09, cwndSecondDerivative: 1.6670947512490702e+08
Method 1: time: 1.008008542, rttSecondDerivative: 3.9928801686207304e+09, cwndSecondDerivative: 1.6670986822164664e+08
Method 1: time: 1.008899374, rttSecondDerivative: 4.00072579614556e+09, cwndSecondDerivative: 1.6671020808508927e+08
Method 1: time: 1.007857114, rttSecondDerivative: 4.006296316531989e+09, cwndSecondDerivative: 1.6671052403241357e+08
Method 1: time: 1.00608686, rttSecondDerivative: 4.0230231313810234e+09, cwndSecondDerivative: 1.6671086168935966e+08
