Method 1: time: 1.214844242, rttSecondDerivative: 6814.4, cwndSecondDerivative: 0
Method 1: time: 1.004314516, rttSecondDerivative: 1.8646190919182296e+09, cwndSecondDerivative: 1.6084995362614858e+08
Method 1: time: 1.001596031, rttSecondDerivative: 1.8669827797630098e+09, cwndSecondDerivative: 1.6085178021652454e+08
Method 1: time: 1.004465072, rttSecondDerivative: 1.8751993497832992e+09, cwndSecondDerivative: 1.6085349565362605e+08
Method 1: time: 1.006598753, rttSecondDerivative: 1.8803275912619781e+09, cwndSecondDerivative: 1.608551126502292e+08
Method 1: time: 1.001376885, rttSecondDerivative: 1.8945522489896288e+09, cwndSecondDerivative: 1.6085653600009686e+08
Method 1: time: 1.004745716, rttSecondDerivative: 1.9034663067339263e+09, cwndSecondDerivative: 1.608581493396999e+08
Method 1: time: 1.000658911, rttSecondDerivative: 1.9126557273923385e+09, cwndSecondDerivative: 1.6085982475968257e+08
Method 1: time: 1.001983058, rttSecondDerivative: 1.9183008082602782e+09, cwndSecondDerivative: 1.608611811392647e+08
Method 1: time: 1.004950156, rttSecondDerivative: 1.9301611767623355e+09, cwndSecondDerivative: 1.6086308426885927e+08
Method 1: time: 1.002735867, rttSecondDerivative: 1.9467221437268412e+09, cwndSecondDerivative: 1.6500345960369962e+08
Method 1: time: 1.003496079, rttSecondDerivative: 1.9629717935965726e+09, cwndSecondDerivative: 1.6500515469043878e+08
Method 1: time: 1.00375213, rttSecondDerivative: 1.974570821176589e+09, cwndSecondDerivative: 1.6500683262209088e+08
Method 1: time: 1.004630557, rttSecondDerivative: 1.9750900625439527e+09, cwndSecondDerivative: 1.6500839482500675e+08
Method 1: time: 1.001855769, rttSecondDerivative: 1.9815132677528517e+09, cwndSecondDerivative: 1.650095989786464e+08
Method 1: time: 1.003503476, rttSecondDerivative: 1.989943240255132e+09, cwndSecondDerivative: 1.6501073056675234e+08
Method 1: time: 1.003983827, rttSecondDerivative: 1.9940073299615955e+09, cwndSecondDerivative: 1.6501185716929957e+08
Method 1: time: 1.001832872, rttSecondDerivative: 2.0062241769431152e+09, cwndSecondDerivative: 1.6501317547461936e+08
Method 1: time: 1.002310553, rttSecondDerivative: 2.018832582253514e+09, cwndSecondDerivative: 1.6501461828517112e+08
Method 1: time: 1.00686821, rttSecondDerivative: 2.0311021095240476e+09, cwndSecondDerivative: 1.650157435209187e+08
Method 1: time: 1.002299597, rttSecondDerivative: 2.0424866998704264e+09, cwndSecondDerivative: 1.6501679662016812e+08
Method 1: time: 1.002475598, rttSecondDerivative: 2.0463796378007894e+09, cwndSecondDerivative: 1.6501801876201937e+08
Method 1: time: 1.002946042, rttSecondDerivative: 2.0496957206904736e+09, cwndSecondDerivative: 1.6501919380307552e+08
Method 1: time: 1.004044633, rttSecondDerivative: 2.0553360803346634e+09, cwndSecondDerivative: 1.6502022396948716e+08
Method 1: time: 1.0036569, rttSecondDerivative: 2.063273446931495e+09, cwndSecondDerivative: 1.6502145093338045e+08
Method 1: time: 1.002709758, rttSecondDerivative: 2.0717002472103624e+09, cwndSecondDerivative: 1.6502271749653152e+08
Method 1: time: 1.005363404, rttSecondDerivative: 2.075079249370291e+09, cwndSecondDerivative: 1.650239563537957e+08
Method 1: time: 1.002891704, rttSecondDerivative: 2.0826272189683797e+09, cwndSecondDerivative: 1.6502493356590196e+08
Method 1: time: 1.004633476, rttSecondDerivative: 2.0927381789994338e+09, cwndSecondDerivative: 1.65026046575399e+08
Method 1: time: 1.003306276, rttSecondDerivative: 2.1085961185337617e+09, cwndSecondDerivative: 1.6502721740809077e+08
Method 1: time: 1.001325832, rttSecondDerivative: 2.1180267831512764e+09, cwndSecondDerivative: 1.6502839607744947e+08
Method 1: time: 1.000796772, rttSecondDerivative: 2.1293860535673835e+09, cwndSecondDerivative: 1.650295450575498e+08
Method 1: time: 1.005441142, rttSecondDerivative: 2.1388533818198323e+09, cwndSecondDerivative: 1.65030602359832e+08
Method 1: time: 1.005212968, rttSecondDerivative: 2.1451117951416662e+09, cwndSecondDerivative: 1.6503180211235863e+08
Method 1: time: 1.002192403, rttSecondDerivative: 2.145615060491272e+09, cwndSecondDerivative: 1.6503284538672936e+08
Method 1: time: 1.003289092, rttSecondDerivative: 2.157302751183245e+09, cwndSecondDerivative: 1.650337048872588e+08
Method 1: time: 1.003989551, rttSecondDerivative: 2.1636620268617964e+09, cwndSecondDerivative: 1.6503445976019984e+08
Method 1: time: 1.003331255, rttSecondDerivative: 2.166901018839206e+09, cwndSecondDerivative: 1.650352392640864e+08
Method 1: time: 1.005132541, rttSecondDerivative: 2.1672045135205345e+09, cwndSecondDerivative: 1.6503595544631895e+08
Method 1: time: 1.001254702, rttSecondDerivative: 2.1757066133795524e+09, cwndSecondDerivative: 1.650367330887491e+08
Method 1: time: 1.003561869, rttSecondDerivative: 2.1930011108418293e+09, cwndSecondDerivative: 1.6503748498504826e+08
Method 1: time: 1.004005499, rttSecondDerivative: 2.205328341365061e+09, cwndSecondDerivative: 1.6503848278199074e+08
Method 1: time: 1.001643496, rttSecondDerivative: 2.2114413178157597e+09, cwndSecondDerivative: 1.6503951545588782e+08
Method 1: time: 1.007223977, rttSecondDerivative: 2.2249721429701366e+09, cwndSecondDerivative: 1.6504054628156975e+08
Method 1: time: 1.001529515, rttSecondDerivative: 2.2256506196143103e+09, cwndSecondDerivative: 1.6504151066607326e+08
Method 1: time: 1.002573149, rttSecondDerivative: 2.2305078631686454e+09, cwndSecondDerivative: 1.6504234055657348e+08
Method 1: time: 1.003802486, rttSecondDerivative: 2.250759874887378e+09, cwndSecondDerivative: 1.6504308542137676e+08
Method 1: time: 1.003211355, rttSecondDerivative: 2.26575336632404e+09, cwndSecondDerivative: 1.650437300234388e+08
Method 1: time: 1.004111282, rttSecondDerivative: 2.2722475350707803e+09, cwndSecondDerivative: 1.650443604274163e+08
Method 1: time: 1.003388541, rttSecondDerivative: 2.2756538927257605e+09, cwndSecondDerivative: 1.6504499480227414e+08
Method 1: time: 1.002815148, rttSecondDerivative: 2.287042913706778e+09, cwndSecondDerivative: 1.650457702438723e+08
Method 1: time: 1.002657406, rttSecondDerivative: 2.2951892595370417e+09, cwndSecondDerivative: 1.6504654235590112e+08
Method 1: time: 1.004106823, rttSecondDerivative: 2.302849302998675e+09, cwndSecondDerivative: 1.6504740685672936e+08
Method 1: time: 1.003814794, rttSecondDerivative: 2.303050265627931e+09, cwndSecondDerivative: 1.6504811682415545e+08
Method 1: time: 1.006309735, rttSecondDerivative: 2.3030669949936304e+09, cwndSecondDerivative: 1.6504898777846816e+08
Method 1: time: 1.000858432, rttSecondDerivative: 2.3162028975600967e+09, cwndSecondDerivative: 1.650497110564234e+08
Method 1: time: 1.004441071, rttSecondDerivative: 2.3311924741630654e+09, cwndSecondDerivative: 1.650504380357683e+08
Method 1: time: 1.002527743, rttSecondDerivative: 2.3404965885761743e+09, cwndSecondDerivative: 1.650510307816933e+08
Method 1: time: 1.005395647, rttSecondDerivative: 2.3484150371221404e+09, cwndSecondDerivative: 1.6505166475497e+08
Method 1: time: 1.00311643, rttSecondDerivative: 2.355914251934122e+09, cwndSecondDerivative: 1.6505239471897596e+08
Method 1: time: 1.003764775, rttSecondDerivative: 2.367676275953293e+09, cwndSecondDerivative: 1.6505313044568738e+08
Method 1: time: 1.00376389, rttSecondDerivative: 2.381721372116031e+09, cwndSecondDerivative: 1.6505365514238262e+08
Method 1: time: 1.002848503, rttSecondDerivative: 2.382426754668239e+09, cwndSecondDerivative: 1.6505418384601405e+08
Method 1: time: 1.004112349, rttSecondDerivative: 2.403919419537727e+09, cwndSecondDerivative: 1.6505477919146904e+08
Method 1: time: 1.003379903, rttSecondDerivative: 2.415622286913775e+09, cwndSecondDerivative: 1.6505540934048614e+08
Method 1: time: 1.005043478, rttSecondDerivative: 2.433605586497974e+09, cwndSecondDerivative: 1.6505602623638597e+08
Method 1: time: 1.00391679, rttSecondDerivative: 2.444489212925683e+09, cwndSecondDerivative: 1.6505680890612388e+08
Method 1: time: 1.003758416, rttSecondDerivative: 2.460309008915121e+09, cwndSecondDerivative: 1.6505759986544308e+08
Method 1: time: 1.00340127, rttSecondDerivative: 2.474245855071183e+09, cwndSecondDerivative: 1.650582839440292e+08
Method 1: time: 1.004243692, rttSecondDerivative: 2.486715363652969e+09, cwndSecondDerivative: 1.650589397335552e+08
Method 1: time: 1.004094769, rttSecondDerivative: 2.5058425215925436e+09, cwndSecondDerivative: 1.6505960358126596e+08
Method 1: time: 1.003471995, rttSecondDerivative: 2.519784399562075e+09, cwndSecondDerivative: 1.650603314629055e+08
Method 1: time: 1.002711822, rttSecondDerivative: 2.528164015999805e+09, cwndSecondDerivative: 1.650610516472456e+08
Method 1: time: 1.005119115, rttSecondDerivative: 2.5443414285403075e+09, cwndSecondDerivative: 1.6506176424216336e+08
Method 1: time: 1.00367825, rttSecondDerivative: 2.557463871959952e+09, cwndSecondDerivative: 1.6506244618116137e+08
Method 1: time: 1.004588552, rttSecondDerivative: 2.5739145981004457e+09, cwndSecondDerivative: 1.6506310359611228e+08
Method 1: time: 1.002455297, rttSecondDerivative: 2.5820006307393603e+09, cwndSecondDerivative: 1.650636870842471e+08
Method 1: time: 1.00623641, rttSecondDerivative: 2.5988551112087784e+09, cwndSecondDerivative: 1.6506442717281145e+08
Method 1: time: 1.002129231, rttSecondDerivative: 2.6032739393529167e+09, cwndSecondDerivative: 1.650651098189439e+08
Method 1: time: 1.004469732, rttSecondDerivative: 2.6110767698275146e+09, cwndSecondDerivative: 1.6506570350614578e+08
Method 1: time: 1.00386577, rttSecondDerivative: 2.6217128680820737e+09, cwndSecondDerivative: 1.6506610877529326e+08
Method 1: time: 1.002728935, rttSecondDerivative: 2.6319835685048027e+09, cwndSecondDerivative: 1.650665177265666e+08
Method 1: time: 1.003959297, rttSecondDerivative: 2.6442745233253226e+09, cwndSecondDerivative: 1.6506699822925523e+08
Method 1: time: 1.013748809, rttSecondDerivative: 2.6529014828590965e+09, cwndSecondDerivative: 1.6506768683019748e+08
Method 1: time: 1.007099244, rttSecondDerivative: 2.6552879879603486e+09, cwndSecondDerivative: 1.650683039558859e+08
Method 1: time: 1.00829318, rttSecondDerivative: 2.66140959723087e+09, cwndSecondDerivative: 1.650688747443582e+08
Method 1: time: 1.003256419, rttSecondDerivative: 2.6813396821107078e+09, cwndSecondDerivative: 2.9375266118732536e+08
Method 1: time: 1.002965777, rttSecondDerivative: 2.6980891983492904e+09, cwndSecondDerivative: 2.9375346792154413e+08
Method 1: time: 1.002478974, rttSecondDerivative: 2.712136746039975e+09, cwndSecondDerivative: 2.937540842697585e+08
Method 1: time: 1.010752984, rttSecondDerivative: 2.730607865388602e+09, cwndSecondDerivative: 2.937549005673833e+08
Method 1: time: 1.002833113, rttSecondDerivative: 2.7404981697050033e+09, cwndSecondDerivative: 2.9375569051293844e+08
Method 1: time: 1.003195706, rttSecondDerivative: 2.7444190379884744e+09, cwndSecondDerivative: 2.9375645826203233e+08
Method 1: time: 1.00446996, rttSecondDerivative: 2.763172987162481e+09, cwndSecondDerivative: 2.937571770023076e+08
Method 1: time: 1.001830535, rttSecondDerivative: 2.771438094378186e+09, cwndSecondDerivative: 2.937578717864973e+08
Method 1: time: 1.003823883, rttSecondDerivative: 2.7893656009405127e+09, cwndSecondDerivative: 2.937584928045516e+08
Method 1: time: 1.003688037, rttSecondDerivative: 2.794264487700364e+09, cwndSecondDerivative: 2.937590652056394e+08
Method 1: time: 1.004135905, rttSecondDerivative: 2.810417394653931e+09, cwndSecondDerivative: 2.9375982469460315e+08
Method 1: time: 1.002173554, rttSecondDerivative: 2.827961739813741e+09, cwndSecondDerivative: 2.937607229704245e+08
Method 1: time: 1.002822793, rttSecondDerivative: 2.8481630397090855e+09, cwndSecondDerivative: 2.9376135865543425e+08
Method 1: time: 1.006570469, rttSecondDerivative: 2.8525299879732175e+09, cwndSecondDerivative: 2.937622665567303e+08
Method 1: time: 1.001725229, rttSecondDerivative: 2.8622214178754325e+09, cwndSecondDerivative: 2.937632163839599e+08
Method 1: time: 1.001968836, rttSecondDerivative: 2.8732426512621527e+09, cwndSecondDerivative: 2.9376422171536136e+08
Method 1: time: 1.004489991, rttSecondDerivative: 2.8822878685465393e+09, cwndSecondDerivative: 2.937651485033274e+08
Method 1: time: 1.002929428, rttSecondDerivative: 2.886465742476506e+09, cwndSecondDerivative: 2.937661775968756e+08
Method 1: time: 1.004484114, rttSecondDerivative: 2.8948411814684105e+09, cwndSecondDerivative: 2.9376692077480227e+08
Method 1: time: 1.002273037, rttSecondDerivative: 2.910755266917607e+09, cwndSecondDerivative: 2.9376754970633245e+08
Method 1: time: 1.003510837, rttSecondDerivative: 2.9143124619518313e+09, cwndSecondDerivative: 2.9376817285600615e+08
Method 1: time: 1.003379137, rttSecondDerivative: 2.9289004743277264e+09, cwndSecondDerivative: 2.937689177459636e+08
Method 1: time: 1.00269927, rttSecondDerivative: 2.94047292876748e+09, cwndSecondDerivative: 2.937696659050312e+08
Method 1: time: 1.004602826, rttSecondDerivative: 2.9548451279462924e+09, cwndSecondDerivative: 2.9377034631552935e+08
Method 1: time: 1.001236474, rttSecondDerivative: 2.9651751079951525e+09, cwndSecondDerivative: 2.937709075790711e+08
Method 1: time: 1.00553842, rttSecondDerivative: 2.976046915156819e+09, cwndSecondDerivative: 2.9377147247194386e+08
Method 1: time: 1.004116289, rttSecondDerivative: 3.00291961178445e+09, cwndSecondDerivative: 2.9377194414968634e+08
Method 1: time: 1.003438604, rttSecondDerivative: 3.0124835047655625e+09, cwndSecondDerivative: 2.9377240971398336e+08
Method 1: time: 1.004133672, rttSecondDerivative: 3.023230448148701e+09, cwndSecondDerivative: 2.9377291558192384e+08
Method 1: time: 1.002615339, rttSecondDerivative: 3.0472270980358825e+09, cwndSecondDerivative: 2.937734094406492e+08
Method 1: time: 1.003784958, rttSecondDerivative: 3.055284605159009e+09, cwndSecondDerivative: 2.9377408441806346e+08
Method 1: time: 1.003934329, rttSecondDerivative: 3.0802555757746277e+09, cwndSecondDerivative: 2.937747788758471e+08
Method 1: time: 1.003803614, rttSecondDerivative: 3.0985890006690955e+09, cwndSecondDerivative: 2.9377535321874166e+08
Method 1: time: 1.002654751, rttSecondDerivative: 3.1042677129495344e+09, cwndSecondDerivative: 2.937759016439979e+08
Method 1: time: 1.003622502, rttSecondDerivative: 3.123808010052948e+09, cwndSecondDerivative: 2.937764376479701e+08
Method 1: time: 1.004515235, rttSecondDerivative: 3.1352459130477066e+09, cwndSecondDerivative: 2.9377688471972114e+08
Method 1: time: 1.002278418, rttSecondDerivative: 3.1500335638925095e+09, cwndSecondDerivative: 2.937773362733652e+08
Method 1: time: 1.003743841, rttSecondDerivative: 3.1722508723015094e+09, cwndSecondDerivative: 2.9377791823495656e+08
Method 1: time: 1.003879819, rttSecondDerivative: 3.1858514123704424e+09, cwndSecondDerivative: 2.937784548974795e+08
Method 1: time: 1.0039541, rttSecondDerivative: 3.204307154831589e+09, cwndSecondDerivative: 2.93778947353884e+08
Method 1: time: 1.004110293, rttSecondDerivative: 3.2210628619397206e+09, cwndSecondDerivative: 2.937793818382498e+08
Method 1: time: 1.002306979, rttSecondDerivative: 3.232578556988173e+09, cwndSecondDerivative: 2.937798499260755e+08
Method 1: time: 1.004085458, rttSecondDerivative: 3.2434181717344594e+09, cwndSecondDerivative: 2.937802708537971e+08
Method 1: time: 1.002963515, rttSecondDerivative: 3.253136529594653e+09, cwndSecondDerivative: 2.93780681692569e+08
Method 1: time: 1.00363738, rttSecondDerivative: 3.2649810134032426e+09, cwndSecondDerivative: 2.9378109457741123e+08
