Method 1: time: 1.180588404, rttSecondDerivative: 3820.4000000000005, cwndSecondDerivative: 0
Method 1: time: 1.002409787, rttSecondDerivative: 2.79394854548982e+09, cwndSecondDerivative: 9.697031631061687e+07
Method 1: time: 1.003999284, rttSecondDerivative: 2.813517268601613e+09, cwndSecondDerivative: 9.69707797322745e+07
Method 1: time: 1.003954621, rttSecondDerivative: 2.840415584435658e+09, cwndSecondDerivative: 9.69712305564577e+07
Method 1: time: 1.003008297, rttSecondDerivative: 2.862932859458115e+09, cwndSecondDerivative: 9.697167720548607e+07
Method 1: time: 1.004292823, rttSecondDerivative: 2.886623544277879e+09, cwndSecondDerivative: 9.69721013010833e+07
Method 1: time: 1.002186003, rttSecondDerivative: 2.9067787794013824e+09, cwndSecondDerivative: 9.69725503442772e+07
Method 1: time: 1.003252178, rttSecondDerivative: 2.9301812613367195e+09, cwndSecondDerivative: 9.697296947846483e+07
Method 1: time: 1.002816263, rttSecondDerivative: 2.958522959383114e+09, cwndSecondDerivative: 9.69733975993878e+07
Method 1: time: 1.003326445, rttSecondDerivative: 2.986735879102452e+09, cwndSecondDerivative: 9.697379948850009e+07
Method 1: time: 1.003287464, rttSecondDerivative: 3.009658886209602e+09, cwndSecondDerivative: 9.697421278081194e+07
Method 1: time: 1.003347917, rttSecondDerivative: 3.031265338041663e+09, cwndSecondDerivative: 9.697460556666952e+07
Method 1: time: 1.002660209, rttSecondDerivative: 3.052045198381024e+09, cwndSecondDerivative: 9.697499757914773e+07
Method 1: time: 1.001098566, rttSecondDerivative: 3.0778873317291017e+09, cwndSecondDerivative: 9.697537937347722e+07
Method 1: time: 1.001319967, rttSecondDerivative: 3.1044058651181955e+09, cwndSecondDerivative: 9.697576972099853e+07
Method 1: time: 1.006558632, rttSecondDerivative: 3.126143571252435e+09, cwndSecondDerivative: 9.69761499508411e+07
Method 1: time: 1.002961075, rttSecondDerivative: 3.1449509708408394e+09, cwndSecondDerivative: 9.697652261549775e+07
Method 1: time: 1.002817046, rttSecondDerivative: 3.1672393096731358e+09, cwndSecondDerivative: 9.697688349310488e+07
Method 1: time: 1.002599057, rttSecondDerivative: 3.187342538381742e+09, cwndSecondDerivative: 9.697726568787383e+07
Method 1: time: 1.003628376, rttSecondDerivative: 3.2062950343797517e+09, cwndSecondDerivative: 9.697762734174852e+07
Method 1: time: 1.003037707, rttSecondDerivative: 3.226270443887721e+09, cwndSecondDerivative: 9.697798404182525e+07
Method 1: time: 1.003393955, rttSecondDerivative: 3.2539901309018855e+09, cwndSecondDerivative: 9.697832542502566e+07
Method 1: time: 1.002902013, rttSecondDerivative: 3.2731818866850953e+09, cwndSecondDerivative: 9.697867472486411e+07
Method 1: time: 1.003062664, rttSecondDerivative: 3.2960636397670865e+09, cwndSecondDerivative: 9.697901115756682e+07
Method 1: time: 1.004735279, rttSecondDerivative: 3.3245276694488482e+09, cwndSecondDerivative: 9.697935725938308e+07
Method 1: time: 1.003486692, rttSecondDerivative: 3.3492162165487523e+09, cwndSecondDerivative: 9.69796847827102e+07
Method 1: time: 1.001289048, rttSecondDerivative: 3.3759043182994995e+09, cwndSecondDerivative: 9.698001786402144e+07
Method 1: time: 1.003671208, rttSecondDerivative: 3.3974451412544193e+09, cwndSecondDerivative: 9.698032914554472e+07
Method 1: time: 1.003080638, rttSecondDerivative: 3.4238644014040003e+09, cwndSecondDerivative: 9.698065563713627e+07
Method 1: time: 1.003027652, rttSecondDerivative: 3.441484287997521e+09, cwndSecondDerivative: 9.698097219086555e+07
Method 1: time: 1.002998998, rttSecondDerivative: 3.4667821651184936e+09, cwndSecondDerivative: 9.698129026257855e+07
Method 1: time: 1.002886118, rttSecondDerivative: 3.4920183683670826e+09, cwndSecondDerivative: 9.698159319879833e+07
Method 1: time: 1.003543752, rttSecondDerivative: 3.51695039726956e+09, cwndSecondDerivative: 9.698190505453095e+07
Method 1: time: 1.002868367, rttSecondDerivative: 3.5349220716133423e+09, cwndSecondDerivative: 9.698219679097192e+07
Method 1: time: 1.002803456, rttSecondDerivative: 3.5556786603232627e+09, cwndSecondDerivative: 9.698249559526266e+07
Method 1: time: 1.002516199, rttSecondDerivative: 3.582135585507335e+09, cwndSecondDerivative: 9.698278193627298e+07
Method 1: time: 1.003729162, rttSecondDerivative: 3.6076266953887305e+09, cwndSecondDerivative: 9.69830665501764e+07
Method 1: time: 1.005117535, rttSecondDerivative: 3.6315254790564933e+09, cwndSecondDerivative: 9.69833562520113e+07
Method 1: time: 1.001721814, rttSecondDerivative: 3.653490982149817e+09, cwndSecondDerivative: 9.69836406951197e+07
Method 1: time: 1.003713996, rttSecondDerivative: 3.6761944036007156e+09, cwndSecondDerivative: 9.698391335597605e+07
Method 1: time: 1.002439068, rttSecondDerivative: 3.7005891432509656e+09, cwndSecondDerivative: 9.698417952141573e+07
Method 1: time: 1.003145736, rttSecondDerivative: 3.7263398817663655e+09, cwndSecondDerivative: 9.698444098636563e+07
Method 1: time: 1.002851721, rttSecondDerivative: 3.7474794363401837e+09, cwndSecondDerivative: 9.698470267789443e+07
Method 1: time: 1.003460357, rttSecondDerivative: 3.7713901802289515e+09, cwndSecondDerivative: 9.698497088498874e+07
Method 1: time: 1.003474831, rttSecondDerivative: 3.7965743562991953e+09, cwndSecondDerivative: 9.698522964097695e+07
Method 1: time: 1.002864254, rttSecondDerivative: 3.820456340983405e+09, cwndSecondDerivative: 9.698549007267797e+07
Method 1: time: 1.002786382, rttSecondDerivative: 3.842781597524163e+09, cwndSecondDerivative: 9.698574440756881e+07
Method 1: time: 1.004013851, rttSecondDerivative: 3.8662248937996945e+09, cwndSecondDerivative: 9.698599128830086e+07
Method 1: time: 1.002536391, rttSecondDerivative: 3.881614802789924e+09, cwndSecondDerivative: 9.698623391302885e+07
Method 1: time: 1.003958731, rttSecondDerivative: 3.902171895549627e+09, cwndSecondDerivative: 9.698648571382593e+07
Method 1: time: 1.001380121, rttSecondDerivative: 3.9247092029807897e+09, cwndSecondDerivative: 9.698673022162166e+07
Method 1: time: 1.003435256, rttSecondDerivative: 3.951406853897424e+09, cwndSecondDerivative: 9.698697342655894e+07
Method 1: time: 1.003045523, rttSecondDerivative: 3.973842238586447e+09, cwndSecondDerivative: 9.698721103091252e+07
Method 1: time: 1.003762019, rttSecondDerivative: 3.994259786611323e+09, cwndSecondDerivative: 9.698743750905395e+07
Method 1: time: 1.002764976, rttSecondDerivative: 4.0237098812136555e+09, cwndSecondDerivative: 9.698767279788905e+07
Method 1: time: 1.002941901, rttSecondDerivative: 4.0437747180300016e+09, cwndSecondDerivative: 9.698790271094973e+07
Method 1: time: 1.003295816, rttSecondDerivative: 4.0672141418631353e+09, cwndSecondDerivative: 9.698812875180298e+07
Method 1: time: 1.003551389, rttSecondDerivative: 4.0931645940518637e+09, cwndSecondDerivative: 9.698834829267702e+07
Method 1: time: 1.002641327, rttSecondDerivative: 4.117697056895203e+09, cwndSecondDerivative: 9.698857492102712e+07
Method 1: time: 1.003857045, rttSecondDerivative: 4.1417625698675284e+09, cwndSecondDerivative: 9.698878846035525e+07
Method 1: time: 1.003325674, rttSecondDerivative: 4.166777184874659e+09, cwndSecondDerivative: 9.698901293084799e+07
Method 1: time: 1.003420496, rttSecondDerivative: 4.187697959100779e+09, cwndSecondDerivative: 9.698923625062549e+07
Method 1: time: 1.002688569, rttSecondDerivative: 4.211115404534287e+09, cwndSecondDerivative: 9.698945070867856e+07
Method 1: time: 1.002897568, rttSecondDerivative: 4.235107493989391e+09, cwndSecondDerivative: 9.698966163458768e+07
Method 1: time: 1.00333756, rttSecondDerivative: 4.255158718048473e+09, cwndSecondDerivative: 9.698987539524347e+07
Method 1: time: 1.003573983, rttSecondDerivative: 4.2882560798898454e+09, cwndSecondDerivative: 9.699008190602021e+07
Method 1: time: 1.002220516, rttSecondDerivative: 4.314699167763498e+09, cwndSecondDerivative: 9.699028628707306e+07
Method 1: time: 1.003618249, rttSecondDerivative: 4.33515788109438e+09, cwndSecondDerivative: 9.69904861312631e+07
Method 1: time: 1.002428945, rttSecondDerivative: 4.354261091803784e+09, cwndSecondDerivative: 9.699068999665405e+07
Method 1: time: 1.004342975, rttSecondDerivative: 4.383337145748688e+09, cwndSecondDerivative: 9.69908869746067e+07
Method 1: time: 1.002456961, rttSecondDerivative: 4.406705946648372e+09, cwndSecondDerivative: 9.699108552228029e+07
Method 1: time: 1.003148199, rttSecondDerivative: 4.430049966352899e+09, cwndSecondDerivative: 9.699127502341841e+07
Method 1: time: 1.003159217, rttSecondDerivative: 4.453206918269694e+09, cwndSecondDerivative: 9.699146731352365e+07
Method 1: time: 1.003671131, rttSecondDerivative: 4.486877542109361e+09, cwndSecondDerivative: 9.69916634282082e+07
Method 1: time: 1.003606307, rttSecondDerivative: 4.505198720334856e+09, cwndSecondDerivative: 9.699186094969893e+07
Method 1: time: 1.002070228, rttSecondDerivative: 4.536161684417835e+09, cwndSecondDerivative: 9.699204968504897e+07
Method 1: time: 1.001707882, rttSecondDerivative: 4.558108983651635e+09, cwndSecondDerivative: 9.699223543413638e+07
Method 1: time: 1.00451203, rttSecondDerivative: 4.577291144347704e+09, cwndSecondDerivative: 9.699242266712917e+07
Method 1: time: 1.004203695, rttSecondDerivative: 4.597332265626391e+09, cwndSecondDerivative: 9.699260803887722e+07
Method 1: time: 1.002247985, rttSecondDerivative: 4.626245842884131e+09, cwndSecondDerivative: 9.699278292974529e+07
Method 1: time: 1.00354446, rttSecondDerivative: 4.644309950603765e+09, cwndSecondDerivative: 9.699295939224987e+07
Method 1: time: 1.003873288, rttSecondDerivative: 4.673617921115593e+09, cwndSecondDerivative: 9.699313311559543e+07
Method 1: time: 1.003314647, rttSecondDerivative: 4.69846575020433e+09, cwndSecondDerivative: 9.699330835642713e+07
Method 1: time: 1.002663903, rttSecondDerivative: 4.713709562385372e+09, cwndSecondDerivative: 9.69934777633245e+07
Method 1: time: 1.003215174, rttSecondDerivative: 4.742606425019639e+09, cwndSecondDerivative: 9.699364972479258e+07
Method 1: time: 1.003631634, rttSecondDerivative: 4.769915909232255e+09, cwndSecondDerivative: 9.699381904099064e+07
Method 1: time: 1.002357864, rttSecondDerivative: 4.783719003024456e+09, cwndSecondDerivative: 9.699398373895456e+07
Method 1: time: 1.003796689, rttSecondDerivative: 4.805218749076915e+09, cwndSecondDerivative: 9.699415194545576e+07
Method 1: time: 1.004189708, rttSecondDerivative: 4.82744839965426e+09, cwndSecondDerivative: 9.699431857547939e+07
Method 1: time: 1.003920578, rttSecondDerivative: 4.845082984772893e+09, cwndSecondDerivative: 9.69944806993108e+07
Method 1: time: 1.002118977, rttSecondDerivative: 4.871362127167521e+09, cwndSecondDerivative: 9.699464426955268e+07
Method 1: time: 1.004898248, rttSecondDerivative: 4.8924709730227165e+09, cwndSecondDerivative: 9.699480343052281e+07
Method 1: time: 1.001803624, rttSecondDerivative: 4.911482152557006e+09, cwndSecondDerivative: 9.699497263754788e+07
Method 1: time: 1.003892232, rttSecondDerivative: 4.939385459854984e+09, cwndSecondDerivative: 9.69951288377434e+07
Method 1: time: 1.002933214, rttSecondDerivative: 4.967100795069224e+09, cwndSecondDerivative: 9.699528739824633e+07
Method 1: time: 1.003806518, rttSecondDerivative: 4.991854048229654e+09, cwndSecondDerivative: 9.699544358052683e+07
Method 1: time: 1.003605853, rttSecondDerivative: 5.014514500347796e+09, cwndSecondDerivative: 9.699559558395137e+07
Method 1: time: 1.003227471, rttSecondDerivative: 5.048396312274955e+09, cwndSecondDerivative: 9.699574441556726e+07
Method 1: time: 1.003068807, rttSecondDerivative: 5.078011460622553e+09, cwndSecondDerivative: 9.699590011282161e+07
Method 1: time: 1.004255928, rttSecondDerivative: 5.107063726873074e+09, cwndSecondDerivative: 9.699604630483788e+07
Method 1: time: 1.004392118, rttSecondDerivative: 5.1324568944163265e+09, cwndSecondDerivative: 9.699619747316605e+07
Method 1: time: 1.001283561, rttSecondDerivative: 5.152798046091462e+09, cwndSecondDerivative: 9.699634640648925e+07
Method 1: time: 1.000963222, rttSecondDerivative: 5.171469410074601e+09, cwndSecondDerivative: 9.699648877295539e+07
Method 1: time: 1.002671638, rttSecondDerivative: 5.198449402139641e+09, cwndSecondDerivative: 9.699663253258887e+07
Method 1: time: 1.005036938, rttSecondDerivative: 5.225324143482649e+09, cwndSecondDerivative: 9.699677591329011e+07
Method 1: time: 1.004240638, rttSecondDerivative: 5.254023325675665e+09, cwndSecondDerivative: 9.699691379290262e+07
Method 1: time: 1.00356748, rttSecondDerivative: 5.281341099732221e+09, cwndSecondDerivative: 9.699705221417409e+07
Method 1: time: 1.002434889, rttSecondDerivative: 5.3072635467855835e+09, cwndSecondDerivative: 9.699719114905238e+07
Method 1: time: 1.003485117, rttSecondDerivative: 5.329466535845284e+09, cwndSecondDerivative: 9.699733056904015e+07
Method 1: time: 1.002337418, rttSecondDerivative: 5.351745290569759e+09, cwndSecondDerivative: 9.699746550194463e+07
Method 1: time: 1.004594307, rttSecondDerivative: 5.377835294949918e+09, cwndSecondDerivative: 9.69976074883848e+07
Method 1: time: 1.003453921, rttSecondDerivative: 5.402131306896091e+09, cwndSecondDerivative: 9.699774174884227e+07
